bjd,nzp,tzp_med,tzp_gauss,tzp_weight,tzp_mean,t1,t2,t3,t4,t5,t6,t7,t8
2458122.4077,-0.4128892276214267,96.24433425760915,96.27572853773042,95.69563950148748,96.2349546270568,10.768000000000027,10.595454545454572,10.594000000000053,10.4256666666667,10.377363636363668,10.297583333333364,10.391666666666708,10.266363636363678
2458356.5893,0.6795708991844376,95.8392241102487,95.73473260248775,95.64271883446938,96.375111267327,10.860250000000065,10.687818181818216,10.685333333333404,10.51625000000007,10.464272727272771,10.38558333333333,10.478916666666748,10.352909090909122
2458413.4451,-1.8712553541890635,96.45147858399088,96.60749824695704,95.92585402041692,96.73572199768364,10.84699999999998,10.674666666666669,10.673090909090943,10.503363636363758,10.45199999999994,10.372416666666709,10.466636363636384,10.340416666666728
2458491.3867,-1.4661916289125294,96.94378528017543,96.81873695262504,96.08114688916991,96.80921597344718,10.740916666666692,10.568363636363642,10.56725,10.398909090909116,10.347454545454582,10.268666666666718,10.362500000000011,10.23627272727282
2458720.6129,1.0366536538709827,95.16448439791006,95.348148276424,94.16252309716003,95.02872436918496,10.91825,10.7455833333334,10.744090909090914,10.574999999999989,10.521500000000003,10.441499999999962,10.536272727272774,10.40933333333345
2458766.3833,1.881921426221556,95.6184729321641,95.11711744545818,94.37295991508395,95.09089390307246,10.892909090909145,10.720333333333372,10.71918181818188,10.5505,10.496416666666732,10.417818181818234,10.51127272727274,10.385333333333335
2458048.2878,1.5281322687446146,96.41827165651236,96.53291188495962,95.57211746237596,96.3264079054768,10.891666666666708,10.719272727272768,10.71766666666673,10.548749999999984,10.498909090909136,10.420272727272788,10.513545454545463,10.387
2458065.2618,-0.1970963428097934,97.65343874425132,98.09791950981864,96.69957021992612,97.48944902432066,10.849727272727309,10.677166666666665,10.67536363636367,10.506909090909176,10.45700000000005,10.378363636363645,10.47208333333333,10.345333333333372
2458078.3742,-1.1707212293072806,97.21696965579432,97.28417084547632,96.95481004533292,97.67326271011558,10.793666666666752,10.621500000000026,10.62109090909098,10.451000000000022,10.401583333333406,10.322545454545434,10.415818181818224,10.29000000000002
2458078.5435,-1.1707212293072806,97.213152342878,97.28165089322624,96.9533929444147,97.67128602451577,10.793181818181836,10.6205833333334,10.61954545454546,10.450909090909136,10.400666666666725,10.322000000000005,10.415333333333365,10.289000000000044
2458114.2848,2.290172406242135,98.08098662902864,97.92075719970096,97.6882330262966,98.04341856005183,10.762454545454544,10.589583333333335,10.588545454545454,10.419272727272698,10.370333333333406,10.291545454545483,10.384833333333347,10.25883333333337
2458123.4548,-1.732713698673157,96.5332689008402,96.69371451681394,95.45094667050463,96.46225228256056,10.771249999999952,10.598727272727274,10.597545454545468,10.42966666666672,10.38063636363637,10.302000000000078,10.396000000000072,10.2695833333334
2458131.2617,-1.307204953969919,97.87623423081192,98.2808180000682,96.62457916796382,97.32369307273602,10.757833333333338,10.58508333333333,10.58418181818189,10.415333333333365,10.365999999999984,10.287818181818238,10.38145454545463,10.255583333333275
2458284.6439,-0.8886179058102733,96.67544516945502,96.69783475328404,95.69171548054608,96.34070699232846,10.78416666666675,10.612083333333374,10.61050000000006,10.442454545454552,10.390000000000043,10.313000000000043,10.406749999999988,10.279909090909086
2458314.4998,1.2562920298333302,96.49928310309964,96.6053884402898,95.94989385430002,96.79769310735976,10.86116666666669,10.688583333333384,10.68772727272733,10.51763636363637,10.466545454545496,10.387333333333288,10.480999999999996,10.35509090909096
2458318.6688,1.2507835955576776,95.79378662629844,96.10114285970846,95.06235616640691,95.864965560909,10.85424999999998,10.681583333333322,10.680499999999997,10.511181818181797,10.46063636363641,10.38136363636363,10.475000000000025,10.349090909090933
2458348.5098,-0.70082203902168,96.25725445908066,96.29761537021086,95.40003703551376,96.2185436444173,10.87900000000002,10.705818181818188,10.705083333333334,10.53533333333337,10.483090909090947,10.403636363636338,10.497750000000051,10.370333333333347
2458451.3817,0.2383339564278433,96.52996479599123,96.79449000349956,95.5891285835802,96.35293690161797,10.74145454545453,10.568454545454586,10.56749999999994,10.39966666666669,10.34718181818181,10.268363636363688,10.36291666666665,10.236454545454649
2458484.4443,-1.011846255195674,97.22221774688144,97.40699415560262,96.83107453634064,97.63158511926244,10.740909090909156,10.568500000000029,10.56725,10.398666666666657,10.347000000000037,10.2679090909092,10.361750000000086,10.235916666666697
2458537.3078,-0.0626388913374799,97.01925074335612,97.18324836272824,96.31811929962412,97.01707563866503,10.783083333333307,10.610727272727331,10.60916666666668,10.440636363636427,10.391636363636394,10.312916666666696,10.406916666666689,10.280636363636347
2458626.633,-0.3913347588646407,95.77641017599882,95.94446339012784,95.40576355637567,96.1432236817202,10.80818181818188,10.636000000000024,10.634166666666715,10.466500000000051,10.41427272727276,10.33600000000007,10.429833333333365,10.30309090909094
2458656.6524,0.1777920712627925,94.657603813102,94.95687529905544,93.68615284026188,94.461453092417,10.860916666666697,10.688181818181874,10.687454545454557,10.51890909090912,10.466500000000051,10.388833333333366,10.482272727272743,10.355636363636393
2458686.6078,1.147298558702881,94.8312674128707,94.98864885832236,93.87345292419202,94.76169921549617,10.934363636363628,10.76109090909091,10.760333333333335,10.591499999999996,10.539090909090874,10.459818181818209,10.553583333333393,10.427454545454566
2458719.6344,-0.5939606149315679,95.27087355523084,95.5116807503666,93.72337571566165,94.47758331866508,10.922000000000082,10.749250000000018,10.747818181818277,10.579454545454553,10.525750000000071,10.445916666666731,10.540363636363622,10.413416666666706
2458756.7124,2.1836155575735448,95.80600608864329,95.8425709188265,94.74050527087196,95.44593083216137,10.881090909090917,10.708181818181856,10.706583333333413,10.53791666666666,10.484636363636357,10.40590909090912,10.499749999999947,10.372454545454616
2458066.3557,1.3411778458105643,97.74885311265518,97.8241793356149,97.27809372980865,98.07161340271676,10.849583333333328,10.67700000000002,10.675545454545556,10.507000000000003,10.45700000000005,10.378454545454533,10.472454545454523,10.34591666666671
2458078.5493,-1.093069669840807,97.21079113659144,97.28109064598564,96.95221041251214,97.67110032936333,10.793363636363722,10.620636363636436,10.619750000000067,10.45090909090908,10.400545454545464,10.322166666666648,10.415416666666658,10.289181818181817
2458084.3189,0.9075716400453276,96.8651989418632,97.20987292247254,96.98576583029585,97.64290320814068,10.78345454545456,10.611090909090931,10.609250000000031,10.440818181818202,10.390909090909132,10.312166666666712,10.406083333333411,10.279545454545428
2458094.289,2.0533538045137227,97.36117454718868,97.36368126576356,96.56452919377011,97.25892588367914,10.778090909090906,10.605181818181848,10.603833333333398,10.435454545454604,10.387,10.308249999999989,10.402083333333394,10.275181818181863
2458110.3137,-1.2320996014369108,96.26788003631626,96.75803586685926,96.21418476605083,96.90835149956706,10.765916666666726,10.593250000000069,10.592363636363643,10.424000000000037,10.375666666666632,10.29690909090914,10.39081818181819,10.26524999999998
2458112.3541,-0.8539448059683572,97.0772659148848,97.03146713783563,95.59972342998547,96.40860009758956,10.765545454545531,10.59275000000008,10.591666666666754,10.423363636363604,10.374666666666656,10.294666666666672,10.389166666666654,10.262636363636377
2458121.3922,-1.2699287914219108,97.83940649527206,97.84757894857012,98.7063352122153,99.40442887971864,10.76708333333329,10.59436363636371,10.592818181818188,10.42416666666668,10.375272727272716,10.296454545454594,10.390272727272702,10.264250000000004
2458135.349,0.6465792557383025,97.44355079606972,97.5483737301988,96.9967013794526,97.68195180579264,10.775909090909124,10.603636363636385,10.603000000000064,10.43349999999998,10.383909090909128,10.306416666666737,10.400000000000034,10.273454545454626
2458139.4041,-0.4364345930808918,98.19647872613103,98.27016815692969,97.42269031461228,98.1074762952901,10.799818181818182,10.62708333333336,10.625666666666689,10.456636363636392,10.408181818181788,10.329499999999996,10.422750000000008,10.296818181818251
2458301.6418,0.5834133395120628,96.0413511688627,96.03271494396245,95.21020382077351,95.98347295281492,10.848363636363672,10.676166666666688,10.674272727272694,10.504909090909052,10.453249999999969,10.374583333333304,10.468363636363677,10.341909090909157
2458310.6526,-0.1220449549002473,96.18378193064392,96.15536362746084,95.63473861236648,96.51079946159922,10.864090909090976,10.692000000000007,10.690000000000056,10.52145454545456,10.469249999999988,10.390916666666726,10.484727272727298,10.358363636363665
2458318.6486,1.7357454393969003,95.79330604435368,96.09703914684476,95.06058786219066,95.86445740005168,10.854250000000036,10.681454545454583,10.680500000000109,10.511333333333312,10.46033333333338,10.381090909090917,10.475000000000025,10.348666666666702
2458330.6781,-0.4887318515988943,95.61966539351062,95.61296841834002,95.24131688848163,96.22029039644322,10.879909090909052,10.7069166666667,10.70563636363636,10.53636363636366,10.48481818181824,10.406000000000006,10.499916666666708,10.373636363636422
2458337.5486,2.1285118404232817,96.12333290801956,96.0221875992961,95.60726098291994,96.38483145038892,10.888166666666676,10.716363636363669,10.714416666666692,10.545333333333415,10.49350000000004,10.414181818181872,10.508090909090868,10.381750000000013
2458345.5984,0.779930259594958,96.36438667521676,96.50007812042212,95.54008564639716,96.37464463724147,10.887545454545489,10.71533333333332,10.714272727272714,10.544500000000085,10.494166666666786,10.414416666666682,10.50809090909098,10.382083333333355
2458352.4841,-0.0127211286712389,96.54418184009003,96.22638439232928,95.63251505187948,96.53511437243574,10.866666666666733,10.694333333333418,10.692818181818154,10.52336363636357,10.46958333333339,10.390583333333382,10.484416666666732,10.358090909090834
2458361.5307,-1.7889733213756842,96.56100434628884,96.41748474884189,95.9115976891704,96.82714894122634,10.864750000000017,10.692727272727268,10.690666666666688,10.521583333333352,10.468636363636447,10.389833333333286,10.483833333333394,10.357363636363573
2458386.5679,-1.8101546744662391,96.0797112802157,96.36346701569872,95.34105698915708,96.10677542991452,10.868363636363654,10.696090909090913,10.694333333333418,10.52558333333343,10.472636363636354,10.39427272727272,10.488249999999994,10.362090909090966
2458393.542,-0.1007968525099092,96.63092118318735,96.8391775679577,95.54232612755986,96.38194954772196,10.862166666666724,10.68950000000001,10.68845454545459,10.519545454545437,10.466916666666693,10.387666666666632,10.482000000000028,10.355333333333364
2458413.4108,-1.8950876211892265,96.45488026831742,96.61344222299756,95.92927457742552,96.73932485584264,10.847083333333272,10.674636363636353,10.673333333333346,10.503636363636415,10.452272727272714,10.373000000000047,10.467250000000035,10.340818181818236
2458450.377,0.1125690779313993,96.79513942375937,96.32434408232147,96.03655295256851,96.83501414769069,10.733916666666689,10.561083333333386,10.560000000000002,10.39190909090911,10.339249999999936,10.260833333333323,10.354909090909077,10.22833333333341
2458527.2778,0.5468738151495532,97.03403696269577,97.21941543413428,95.95301952288348,96.75861950443613,10.772333333333393,10.599916666666672,10.598727272727274,10.43027272727278,10.37900000000002,10.300249999999949,10.393454545454574,10.267916666666736
2458626.6626,-0.7208123424215167,95.7763260589645,95.94278740500718,95.40482503615168,96.14183166773012,10.808333333333335,10.636083333333374,10.63427272727273,10.46700000000004,10.414166666666633,10.33575000000002,10.429636363636403,10.303333333333342
2458666.5639,0.8990891284730167,95.15316349837693,95.18710208308012,94.2804994610291,95.29649064811107,10.901636363636442,10.729090909090928,10.727749999999958,10.559833333333302,10.505999999999972,10.427727272727282,10.52183333333329,10.394727272727266
2458679.6658,2.1563735042570045,94.58564722645552,94.85962645567813,93.7095463216438,94.87102381164216,11.007090909090948,10.834333333333404,10.832333333333397,10.662250000000029,10.60958333333332,10.52963636363637,10.622833333333404,10.497000000000073
2458698.6417,-0.2996741667693834,94.96568380282754,95.13831804801104,94.12019441094064,95.02383838358948,10.915916666666648,10.74350000000004,10.74181818181819,10.57363636363641,10.520416666666677,10.441416666666726,10.53545454545457,10.409166666666692
2458704.6776,0.0771393319250917,94.10704215374986,94.33499779967968,93.2512297246932,94.33523451196707,10.915636363636338,10.74275,10.74150000000003,10.57325000000003,10.520083333333332,10.440727272727315,10.536,10.4090833333334
2458711.5623,1.0670171146634737,94.8137281617784,94.79842276995078,94.4375596798701,95.37134228184748,10.92809090909094,10.755499999999984,10.754454545454564,10.585999999999956,10.53233333333327,10.45390909090912,10.54790909090906,10.421250000000043
2458719.6834,-0.3165015892394446,95.26848847103096,95.51343468413056,93.71924180363072,94.47532600807692,10.921250000000043,10.749000000000024,10.747272727272671,10.578727272727235,10.525250000000083,10.445500000000038,10.54000000000002,10.413454545454556
2458727.5416,-1.1617864342928403,94.93221726170276,94.86143426084934,94.09284587106283,94.87283016703776,10.905181818181802,10.732583333333366,10.731363636363596,10.562000000000012,10.50941666666671,10.42990909090912,10.524249999999997,10.39758333333333
2458744.3972,0.5534006235979418,95.82357521603416,95.41775464763916,94.66471082261585,95.28018723383252,10.87066666666675,10.698272727272752,10.696545454545458,10.52781818181819,10.475083333333371,10.396500000000003,10.48981818181818,10.363
2458757.4706,-0.5476044490860089,95.4076144712199,95.3268998791529,95.68080012732308,96.48787525297934,10.881416666666668,10.708666666666716,10.707636363636423,10.538545454545384,10.485583333333352,10.407166666666685,10.500636363636318,10.374500000000069
2458765.393,-1.6266505086085938,95.98730834842412,95.49300861593476,94.66304061579692,95.5003741488795,10.890727272727304,10.717636363636416,10.717333333333386,10.547916666666708,10.4942727272728,10.415181818181791,10.509583333333351,10.382636363636436
2458772.415,0.0131313139331765,95.13796445839884,95.7235336517946,93.5823771771824,94.14796239546054,10.89224999999999,10.719545454545482,10.71845454545462,10.549363636363635,10.496181818181867,10.417416666666725,10.51145454545457,10.38445454545456
2458385.4703,-0.7542366106328422,96.4768266517128,96.14761595044372,95.7247814180786,96.30722478525132,10.868250000000105,10.695545454545538,10.694416666666768,10.526000000000067,10.473818181818215,10.394749999999988,10.48875000000004,10.36227272727274
2458389.5753,0.2985557543952452,96.20847109956094,96.4856289858698,94.78450637713632,95.6598731740563,10.86581818181827,10.694000000000074,10.69209090909095,10.523750000000009,10.471750000000045,10.392363636363712,10.487000000000023,10.35966666666667
2458390.554,-0.0104114988755875,96.10599756142486,96.58474762209678,95.2028290818021,96.12293942325483,10.866909090909076,10.6949166666667,10.693272727272756,10.52466666666669,10.47075000000001,10.392272727272768,10.486363636363649,10.35991666666672
2458391.5503,-0.5281389310569694,96.2521357504925,96.46383045753912,94.67669123976536,95.62415168422808,10.867272727272734,10.694666666666706,10.693454545454529,10.52483333333339,10.472333333333324,10.393363636363633,10.487454545454568,10.360500000000002
2458394.5383,-0.1842004597773703,96.25951466012948,96.5681382362767,95.11459267384816,96.02149499403517,10.860166666666714,10.687583333333407,10.686727272727296,10.518454545454574,10.464750000000038,10.386333333333312,10.480818181818163,10.353916666666692
2458396.5445,-1.885937770951548,97.14539429968823,97.24971782293476,96.44575584017691,97.51296279706143,10.86181818181825,10.689333333333366,10.688272727272818,10.5194166666667,10.466500000000051,10.387454545454544,10.48145454545454,10.355333333333364
2458397.5283,-0.7471679564334621,96.5895621981679,96.7460036866895,95.73487621407278,96.67162821408982,10.85975000000002,10.686727272727296,10.68541666666664,10.516727272727335,10.464909090909089,10.386166666666668,10.480166666666662,10.353909090909156
2458399.5418,0.1861857488429801,96.1205159933668,96.27454385710384,95.07199406444552,95.90589089359216,10.855000000000077,10.682000000000016,10.681166666666684,10.51236363636366,10.459727272727378,10.381000000000029,10.475166666666723,10.348636363636444
2458416.5242,0.125865457349122,96.6348497312708,96.86940070928476,96.28957319271404,97.1566784353235,10.820916666666676,10.648083333333318,10.647181818181878,10.47863636363644,10.425916666666694,10.346583333333284,10.440909090909088,10.314750000000004
2458417.4622,-1.2262898358505463,97.14331291868662,97.2988366133889,95.93291785943984,96.7314985590708,10.817583333333346,10.644727272727266,10.64366666666666,10.475090909090966,10.422090909090969,10.343500000000065,10.437166666666712,10.311090909090922
2458434.4509,1.4960240833368008,97.55233136505676,97.6366906791111,96.7239484136134,97.43515658739616,10.798000000000002,10.62536363636366,10.624333333333311,10.455333333333384,10.403727272727224,10.324636363636444,10.418666666666752,10.291727272727314
2458454.4347,0.0273120760369351,96.96287975367127,96.9559623259872,96.24749039643496,97.04344610813236,10.746083333333388,10.573750000000077,10.571545454545458,10.404000000000051,10.35266666666672,10.273666666666657,10.368272727272767,10.241666666666733
2458484.3233,-0.910804426126118,97.22680244927145,97.41266151543384,96.8366449914987,97.6381820555952,10.74054545454544,10.568416666666678,10.566818181818237,10.398750000000009,10.34716666666668,10.268000000000086,10.362727272727229,10.236166666666747
2458680.6449,0.939861189492798,94.8255383795751,95.12164880021427,93.49931599629797,94.35605953119888,10.986090909090931,10.813666666666734,10.812000000000012,10.641416666666714,10.590250000000026,10.51090909090908,10.60433333333333,10.47833333333341
2458683.6559,1.0728110887873543,94.79962425607422,94.92290439066149,93.88982546161336,94.88439804572285,10.954499999999996,10.78200000000004,10.780272727272743,10.611727272727308,10.559333333333312,10.480000000000018,10.573545454545467,10.447416666666584
2458690.6414,0.9862750431281176,95.1651491871948,95.3431783045089,93.97420753768208,94.87651920598296,10.931833333333373,10.75927272727273,10.758000000000097,10.589363636363656,10.53636363636366,10.45675,10.551000000000045,10.424272727272694
2458698.6122,0.2899273674169411,94.96574325221007,95.13918293484876,94.11944273680898,95.02302401632464,10.915909090909054,10.743272727272767,10.741499999999974,10.572833333333335,10.520363636363696,10.44118181818186,10.535250000000076,10.408727272727331
2458704.6381,0.0439244106111321,94.1036988658359,94.3311739836727,93.24909141876314,94.33222162346264,10.915749999999946,10.742636363636336,10.74141666666668,10.573000000000036,10.520454545454529,10.441916666666714,10.53541666666672,10.40881818181822
2458707.648,-0.0929253267733132,94.6689498316133,94.52352187699827,93.62253501797238,94.43680117197331,10.91691666666668,10.744090909090914,10.742416666666657,10.573363636363696,10.5207272727273,10.442000000000064,10.535833333333414,10.409000000000049
2458709.6156,1.0140119738675628,94.75670072056654,95.29332232472416,93.780548885628,94.66137366012364,10.91900000000004,10.74550000000005,10.744272727272744,10.576363636363624,10.52275000000003,10.444583333333467,10.538000000000013,10.410916666666653
2458710.564,-0.3387993262880895,95.03082612071432,95.60524137027924,93.61453909913055,94.68484537955308,10.92233333333337,10.74981818181817,10.74866666666668,10.580818181818188,10.526454545454556,10.44825000000003,10.542833333333364,10.415272727272791
2458711.5838,1.1774651706947337,94.81394100627236,94.80221731439734,94.43789396006638,95.37121380331554,10.92816666666664,10.75541666666669,10.754181818181848,10.586272727272728,10.532333333333384,10.453666666666663,10.547818181818172,10.421666666666738
2458712.59,1.7380651244178569,95.19780996958973,95.45181790260628,93.65935488651397,94.6593183628106,10.930000000000009,10.757083333333355,10.75563636363637,10.587333333333332,10.533833333333348,10.455818181818188,10.54945454545458,10.422916666666652
2458718.6586,0.6420021019933262,94.96781779223844,94.90510301513964,94.08671417148796,95.0713650233476,10.926166666666688,10.753083333333391,10.75218181818184,10.583181818181856,10.52916666666664,10.449833333333402,10.544636363636414,10.417500000000018
