order,wll
109,5633.25
109,5634.32
109,5641.38
109,5643.23
109,5643.5
109,5649.94
108,5624.53
108,5629.71
108,5631.0
108,5632.38
108,5633.25
108,5648.32
108,5649.94
108,5653.57
108,5654.9
108,5655.13
108,5665.23
108,5672.83
108,5677.71
108,5679.99
108,5680.26
108,5680.88
108,5683.26
108,5683.63
108,5688.67
108,5689.92
108,5697.66
108,5699.1
108,5700.83
107,5697.66
107,5699.1
107,5702.46
107,5709.81
107,5719.19
107,5722.05
107,5722.31
107,5725.97
107,5731.81
107,5733.7
107,5736.23
107,5739.62
107,5740.19
107,5742.55
106,5748.27
106,5755.61
106,5767.96
106,5769.3
106,5769.9
106,5775.72
106,5778.89
106,5780.05
106,5780.47
106,5781.44
106,5784.61
106,5788.62
106,5791.25
106,5795.57
105,5813.71
105,5816.53
105,5817.28
105,5833.43
105,5834.93
105,5835.6
105,5838.34
105,5850.78
105,5860.68
105,5865.34
105,5869.67
105,5871.36
105,5872.56
104,5850.78
104,5860.68
104,5861.72
104,5862.07
104,5871.36
104,5872.36
104,5872.56
104,5898.85
104,5901.86
104,5903.09
104,5903.54
104,5920.89
103,5901.86
103,5936.49
103,5938.38
103,5942.31
103,5945.06
103,5949.83
103,5953.29
103,5953.68
103,5956.82
102,5990.25
102,5995.96
102,6011.81
102,6012.14
102,6020.35
102,6033.61
102,6042.25
102,6044.34
101,6020.35
101,6042.4
101,6044.34
101,6047.52
101,6049.67
101,6071.87
101,6074.39
101,6079.8
101,6089.39
100,6071.87
100,6079.8
100,6082.07
100,6095.57
100,6107.63
100,6118.36
100,6125.29
100,6126.4
100,6134.76
100,6140.48
100,6149.38
100,6149.63
100,6163.68
99,6149.63
99,6168.5
99,6174.32
99,6175.61
99,6181.12
99,6192.54
99,6193.42
99,6196.95
99,6212.22
99,6213.48
99,6216.06
99,6216.35
99,6224.18
99,6225.98
98,6213.48
98,6231.36
98,6231.8
98,6234.02
98,6241.17
98,6244.08
98,6250.2
98,6252.93
98,6255.38
98,6255.6
98,6256.84
98,6258.17
98,6258.44
98,6258.69
98,6259.61
98,6270.41
98,6272.3
98,6276.23
98,6279.92
98,6281.34
98,6284.31
98,6285.62
98,6286.32
98,6290.16
97,6255.38
97,6258.45
97,6258.7
97,6262.96
97,6265.67
97,6275.85
97,6276.23
97,6281.34
97,6284.31
97,6285.62
97,6287.73
97,6295.72
97,6296.45
97,6297.62
97,6308.71
97,6310.47
97,6314.44
97,6323.01
97,6324.12
97,6325.85
97,6326.2
97,6327.49
97,6329.14
97,6340.49
97,6344.26
97,6345.46
97,6349.81
97,6351.79
97,6355.18
97,6356.65
97,6357.28
96,6323.01
96,6329.14
96,6342.08
96,6344.26
96,6344.48
96,6345.11
96,6345.47
96,6349.62
96,6349.81
96,6351.58
96,6352.8
96,6354.56
96,6355.18
96,6356.13
96,6356.65
96,6357.29
96,6359.38
96,6360.34
96,6361.94
96,6362.49
96,6362.88
96,6363.2
96,6366.23
96,6369.42
96,6370.88
96,6373.46
96,6374.75
96,6375.91
96,6376.24
96,6376.49
96,6376.76
96,6378.26
96,6378.49
96,6382.21
96,6390.39
96,6395.37
96,6406.23
96,6418.65
96,6419.44
95,6390.39
95,6409.66
95,6424.28
95,6425.44
95,6426.05
95,6426.25
95,6426.65
95,6427.22
95,6438.02
95,6438.22
95,6442.43
95,6448.99
95,6449.54
95,6450.36
95,6454.47
95,6456.65
95,6460.74
95,6462.13
95,6478.71
95,6489.06
94,6462.13
94,6469.29
94,6476.99
94,6493.14
94,6495.05
94,6497.6
94,6497.91
94,6501.53
94,6517.22
94,6532.95
94,6536.16
94,6539.31
94,6543.65
94,6549.18
94,6553.36
94,6555.82
93,6524.97
93,6536.16
93,6549.18
93,6562.44
93,6563.06
93,6563.38
93,6564.98
93,6569.27
93,6575.64
93,6582.46
93,6583.28
93,6589.66
93,6591.88
93,6594.1
93,6594.54
93,6603.49
93,6621.43
93,6625.95
92,6615.48
92,6623.24
92,6625.95
92,6630.48
92,6635.86
92,6636.81
92,6638.17
92,6639.34
92,6644.18
92,6651.03
92,6655.2
92,6655.68
92,6657.83
92,6661.59
92,6663.28
92,6666.4
92,6666.87
92,6675.24
92,6687.78
92,6690.25
92,6696.08
91,6687.78
91,6690.25
91,6698.85
91,6703.72
91,6708.96
91,6711.66
91,6712.43
91,6712.98
91,6723.42
91,6723.96
91,6726.11
91,6735.0
91,6740.26
91,6744.34
91,6748.22
91,6772.54
91,6772.87
90,6735.01
90,6772.54
90,6772.87
90,6781.31
90,6786.23
90,6787.45
90,6787.92
90,6795.64
90,6797.04
90,6798.32
90,6800.6
90,6800.86
90,6806.59
90,6816.1
90,6817.8
90,6849.27
89,6849.27
89,6856.08
89,6859.69
89,6861.73
89,6864.42
89,6867.3
89,6868.97
89,6874.45
89,6876.89
89,6877.18
89,6890.11
89,6895.92
89,6896.47
89,6902.11
89,6916.81
