A,e_A
2261.322097099411167,0.016853283218502
30517.370499193417345,0.652624756670510
258.555082409904571,20.655302437342037
7342.831332627218217,255.121730145521070
198.251207310706377,5438.044650915815510
-471.524453221718431,2.491207197594684
2000.510561230592430,223.125942509426494
-58212.844158232212067,17580.358064502132038
-51807.839965820312500,611189.353429493727162
-20588622.954345703125000,32994065.232141695916653
-8574.051385819911957,85.305865199738790
74.506984312087297,1947.958484113973327
-17179.443134367465973,28629.481948614735302
42353.714516162872314,414890.015610168164130
-41321.195425152778625,7198.127436219349875
85716.422260761260986,169595.388813057128573
-415872.289260864257812,1711083.650207167956978
3410919.546447753906250,33665872.850028716027737
-3639266.898231506347656,518227.167504841403570
-1919963.981735229492188,5692617.754530460573733
-26389608.211914062500000,107841911.834123060107231
-3116786.873779296875000,18370586.693959817290306
-20656484.750000000000000,331886564.304565250873566
-586688087.921875000000000,967823744.193336725234985
