gj277B;Ross  989;07 31 57.3231881126 +36 13 47.358140392;-264.328  -260.305  [0.107 0.098 90];83.3267 [0.0687] A 2018yCat.1345....0G;v:~ -0.7 (Opt) A [0.1] 2012ApJ...758...56S


