gj752B;VB 10;19 16 57.6103282334 +05 09 01.588675251;-598.177  -1365.273  [0.245 0.227 90];168.9620 [0.1299] A 2018yCat.1345....0G;v:~ 29 (Opt) C [5] 2014AJ....147...20N


