A,e_A
2240.254157442485393,0.016897306961379
30623.432904758054065,0.648175997790639
274.048689227347495,21.013921063226391
7548.441278112120926,249.425750034768100
1114.735227651894093,5516.852114864764189
-465.862953406216548,2.498874529945694
2033.070163900032640,223.962111972372298
-57669.486736834049225,17530.817375785285549
-42043.655635833740234,615625.539125321898609
-14869206.404296875000000,32791121.039716422557831
-8639.371458808891475,85.735774152137168
197.306228697299957,1996.961296541885304
-17713.175149559974670,28627.528245788798813
23128.574553966522217,424074.636204359238036
-40921.925547122955322,7270.402953671014984
90329.930214405059814,173599.411788068624446
-197594.462120056152344,1712010.573899506591260
2336120.725463867187500,34370318.742406778037548
-3651091.444801330566406,525642.465784931788221
-2396691.660949707031250,5818162.557606490328908
-23062874.454589843750000,111291952.757787913084030
-2339667.129638671875000,18493908.980134259909391
-28747147.908203125000000,340302384.088319718837738
-563225699.515625000000000,976425542.642549633979797
