2457626.64877 nan nan car-20160826T03h14m27s-sci-gtoc-vis.fits 256
2457699.4847 nan nan car-20161106T23h27m50s-sci-gtoc-vis.fits 64
2458025.61486 nan nan car-20170929T02h37m42s-tst-vis.fits 64
2458042.50262 nan nan car-20171015T23h54m52s-tst-vis.fits 64
2458042.50414 nan nan car-20171015T23h57m03s-tst-vis.fits 64
2458042.50552 nan nan car-20171015T23h59m02s-tst-vis.fits 64
2458060.62436 nan nan car-20171103T02h47m58s-sci-gtoc-vis.fits 64
2458097.3697 nan nan car-20171209T20h39m18s-sci-gtoc-vis.fits 64
2458114.44933 nan nan car-20171226T22h33m05s-sci-gtoc-vis.fits 64
2458160.37021 nan nan car-20180210T20h51m47s-sci-gtoc-vis.fits 64
2458447.47141 nan nan car-20181124T23h08m37s-sci-gtoc-vis.fits 64
2458487.36001 nan nan car-20190103T20h32m41s-sci-gtoc-vis.fits 64
2458795.66529 nan nan car-20191108T03h42m10s-sci-gtoc-vis.fits 64
