wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5177.01102448,5176.83309252,0.00000000,1591.00000000,nan,7.47936855,0.01998482,0.01998413,38603,118,1
5177.10403115,5177.10135892,0.00000000,1595.00000000,nan,7.54273516,0.01998414,0.01998413,38601,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.63769019,nan,0.00000000,-2147483648,118,1
5177.35609593,5177.36965313,0.00000000,1605.85041985,0.04856155,7.71436389,0.01998408,0.01998413,38599,118,1
5177.50220304,5177.50381065,1612.22204740,1612.15275230,0.07038714,7.81386335,0.01998412,0.01998413,38598,118,0
5177.63383543,5177.63797513,0.00000000,1617.82250641,0.19913234,7.90324736,0.01998411,0.01998413,38597,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.96902375,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.00048902,nan,0.00000000,-2147483648,118,1
5177.89804666,5177.90632495,0.00000000,1629.22754706,0.06797465,8.08265125,0.01998410,0.01998413,38595,118,1
5177.89804666,5177.90632495,0.00000000,1629.22754706,0.06797465,8.08265125,0.01998410,0.01998413,38595,118,1
5178.03490301,5178.04051029,0.00000000,1635.14133278,0.09022324,8.17545282,0.01998411,0.01998413,38594,118,1
5178.16650136,5178.17470258,0.00000000,1640.83190956,0.21958650,8.26459808,0.01998410,0.01998413,38593,118,1
5178.28254301,nan,0.00000000,1645.85304275,0.23474730,8.34312562,0.01998506,0.01998413,38594,118,1
5178.43426158,5178.44310803,0.00000000,1652.42253655,0.06931221,8.44567564,0.01998410,0.01998413,38591,118,1
5178.58476409,5178.57732119,0.00000000,1658.94455636,0.17718470,8.54725882,0.01998416,0.01998413,38590,118,1
5178.70986275,5178.71154130,1664.45040241,1664.37758631,0.09895610,8.63170151,0.01998412,0.01998413,38589,118,0
5178.84102037,5178.84576838,0.00000000,1670.06132321,0.09926604,8.71985997,0.01998411,0.01998413,38588,118,1
5178.98246628,5178.98000240,0.00000000,1676.20389874,0.11016720,8.81491994,0.01998414,0.01998413,38587,118,1
5179.11610279,5179.11424339,0.00000000,1682.01156197,0.17094348,8.90458392,0.01998414,0.01998413,38586,118,1
5179.11610279,5179.11424339,0.00000000,1682.01156197,0.17094348,8.90458392,0.01998414,0.01998413,38586,118,1
5179.24028992,5179.24849134,0.00000000,1687.41225735,0.01936112,8.98777279,0.01998410,0.01998413,38585,118,1
5179.38923102,5179.38274624,0.00000000,1693.89416054,0.03671943,9.08736365,0.01998416,0.01998413,38584,118,1
5179.51790530,5179.51700811,1699.46410033,1699.50318353,0.11413075,9.17331419,0.01998413,0.01998413,38583,118,0
5179.64269752,5179.65127693,0.00000000,1704.93681426,0.16938790,9.25636841,0.01998410,0.01998413,38582,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.34879625,nan,0.00000000,-2147483648,118,1
5179.92196464,5179.91983546,0.00000000,1717.12081109,0.09369649,9.44182838,0.01998414,0.01998413,38580,118,1
5179.92196464,5179.91983546,0.00000000,1717.12081109,0.09369649,9.44182838,0.01998414,0.01998413,38580,118,1
5180.05464290,5180.05412517,1722.89628932,1722.91890991,0.04446083,9.52969440,0.01998413,0.01998413,38579,118,0
5180.05464290,5180.05412517,1722.89628932,1722.91890991,0.04446083,9.52969440,0.01998413,0.01998413,38579,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,9.62156872,nan,0.00000000,-2147483648,118,1
5180.32712448,5180.32272548,0.00000000,1734.82973011,0.12529507,9.70936921,0.01998415,0.01998413,38577,118,1
5180.46312545,5180.45703608,0.00000000,1740.78276870,0.34131514,9.79874083,0.01998415,0.01998413,38576,118,1
5180.58112113,5180.59135364,0.00000000,1745.95121227,0.11098309,9.87609378,0.01998409,0.01998413,38575,118,1
5180.73036981,5180.72567816,0.00000000,1752.49331144,0.06003093,9.97367847,0.01998415,0.01998413,38574,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.07036426,nan,0.00000000,-2147483648,118,1
5180.98967078,5180.99434812,0.00000000,1763.87194754,0.21729457,10.14251130,0.01998411,0.01998413,38572,118,1
5180.98967078,5180.99434812,0.00000000,1763.87194754,0.21729457,10.14251130,0.01998411,0.01998413,38572,118,1
5181.11037261,5181.12869354,0.00000000,1769.17403299,0.12024092,10.22078254,0.01998406,0.01998413,38571,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.24767803,nan,0.00000000,-2147483648,118,1
5181.25395871,5181.26304593,0.00000000,1775.48588318,0.13319412,10.31362016,0.01998410,0.01998413,38570,118,1
5181.38435743,nan,0.00000000,1781.22230310,0.26941641,10.39766707,0.01998408,0.01998413,38569,118,1
5181.53633316,5181.53177162,0.00000000,1787.91306606,0.18164116,10.49529491,0.01998415,0.01998413,38568,118,1
5181.66368303,5181.66614491,0.00000000,1793.52394198,0.10680251,10.57682580,0.01998412,0.01998413,38567,118,1
5181.79756516,5181.80052518,0.00000000,1799.42682963,0.28424071,10.66225885,0.01998412,0.01998413,38566,118,1
5181.93420493,5181.93491242,1805.48977686,1805.45854651,0.07397199,10.74918877,0.01998413,0.01998413,38565,118,0
5182.06751223,5182.06930662,0.00000000,1811.34200683,0.21351505,10.83361757,0.01998413,0.01998413,38564,118,1
5182.19293799,5182.20370780,0.00000000,1816.88417164,0.27603875,10.91281396,0.01998409,0.01998413,38563,118,1
5182.34478251,5182.33811595,0.00000000,1823.59881170,0.13414325,11.00832221,0.01998416,0.01998413,38562,118,1
5182.48889582,nan,0.00000000,1829.97676787,0.23796904,11.09858472,0.01998471,0.01998413,38562,118,1
5182.60773054,nan,0.00000000,1835.23979508,0.34710743,11.17272778,0.01998414,0.01998413,38560,118,1
5182.73101705,nan,0.00000000,1840.70363832,0.14866880,11.24936902,0.01998409,0.01998413,38559,118,1
5182.86618750,5182.87581827,0.00000000,1846.69844060,0.02068021,11.33306470,0.01998410,0.01998413,38558,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.43443985,nan,0.00000000,-2147483648,118,1
5183.13237240,5183.14471127,0.00000000,1858.51686611,0.04914162,11.49683718,0.01998409,0.01998413,38556,118,1
5183.27882336,5183.27916824,1865.04282451,1865.02748924,0.21445399,11.58634693,0.01998413,0.01998413,38555,118,0
5183.41161518,5183.41363218,0.00000000,1870.93385898,0.45877936,11.66710423,0.01998413,0.01998413,38554,118,1
5183.55019452,5183.54810309,0.00000000,1877.10319727,0.13634183,11.75099856,0.01998414,0.01998413,38553,118,1
5183.68705474,5183.68258099,0.00000000,1883.20069174,0.15895509,11.83344928,0.01998415,0.01998413,38552,118,1
5183.68705474,5183.68258099,0.00000000,1883.20069174,0.15895509,11.83344928,0.01998415,0.01998413,38552,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.92483524,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.99165961,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.04488587,nan,0.00000000,-2147483648,118,1
5184.19559178,nan,0.00000000,1905.89840952,0.21833401,12.13618757,0.01998507,0.01998413,38550,118,1
5184.35602501,5184.35507514,1913.03597819,1913.07848003,0.18512534,12.23054689,0.01998414,0.01998413,38547,118,0
5184.48348087,5184.48959491,0.00000000,1918.77667569,0.05903682,12.30493873,0.01998411,0.01998413,38546,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.37274328,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.43729791,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.46302292,nan,0.00000000,-2147483648,118,1
5184.88453674,5184.89319611,0.00000000,1936.75224500,0.23088816,12.53670032,0.01998410,0.01998413,38543,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.62887003,nan,0.00000000,-2147483648,118,1
5185.16195137,5185.16229849,1949.23066943,1949.21507075,0.07077166,12.69472787,0.01998413,0.01998413,38541,118,0
5185.29239703,5185.29686015,0.00000000,1955.07481606,0.26362433,12.76826044,0.01998412,0.01998413,38540,118,1
5185.41853764,5185.43142880,0.00000000,1960.75013983,0.24586855,12.83900367,0.01998408,0.01998413,38539,118,1
5185.55808744,5185.56600444,0.00000000,1967.03353858,0.12125748,12.91677582,0.01998410,0.01998413,38538,118,1
5185.55808744,5185.56600444,0.00000000,1967.03353858,0.12125748,12.91677582,0.01998410,0.01998413,38538,118,1
5185.83117919,5185.83517667,0.00000000,1979.34436501,0.11879421,13.06745161,0.01998412,0.01998413,38536,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.12383925,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.14796155,nan,0.00000000,-2147483648,118,1
5186.09025677,5186.10437684,0.00000000,1991.04130143,0.12172033,13.20849419,0.01998408,0.01998413,38534,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.27953820,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.30326045,nan,0.00000000,-2147483648,118,1
5186.37733652,5186.37360497,0.00000000,2004.02290306,0.03973679,13.36256290,0.01998415,0.01998413,38532,118,1
5186.50987110,5186.50822952,0.00000000,2010.02332018,0.01947057,13.43288767,0.01998414,0.01998413,38531,118,1
5186.63285796,5186.64286105,0.00000000,2015.59559190,0.01767420,13.49768494,0.01998410,0.01998413,38530,118,1
5186.77055889,5186.77749958,0.00000000,2021.83924639,0.16208247,13.56970145,0.01998411,0.01998414,38529,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.65152441,nan,0.00000000,-2147483648,118,1
5187.03977292,5187.04679760,0.00000000,2034.06043449,0.11419061,13.70884653,0.01998411,0.01998414,38527,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.76439599,nan,0.00000000,-2147483648,118,1
5187.31379434,5187.31612360,0.00000000,2046.51957427,0.00576452,13.84818857,0.01998413,0.01998414,38525,118,1
5187.31379434,5187.31612360,0.00000000,2046.51957427,0.00576452,13.84818857,0.01998413,0.01998414,38525,118,1
5187.57224275,5187.58547756,0.00000000,2058.28896036,0.10635952,13.97744980,0.01998408,0.01998414,38523,118,1
