gj471;BD+09  2636;12 31 15.8012049507 +08 48 38.189858035;-632.466  -523.756  [1.557 0.671 90];73.7640 [0.4146] A 2018yCat.1345....0G;v:~ 15.20 (~) A [0.2] 2006AstL...32..759G


