A,e_A
2256.190169872689694,0.017433325365585
30560.953814478485583,0.674362823217196
299.741809231432853,21.404679076433279
7576.183392821811140,264.203962217697779
896.580273073166609,5658.151917538039925
-469.506258678135055,2.582789668447966
1981.158955095335841,229.876137272345744
-65391.728384554386139,18318.788108149954496
87082.454265594482422,628523.915041730739176
-4614789.220214843750000,34395683.319538630545139
-8593.804400810971856,88.223167769409173
24.174778945744038,2040.687954491453183
-13855.274629473686218,29934.924502892681630
71448.257119655609131,438970.083350630709901
-41576.292045116424561,7419.157313023607458
75722.398582458496094,176331.055656420765445
-210143.971534729003906,1788223.895855400478467
6702596.022888183593750,35310032.034469217061996
-3635119.312782287597656,534866.616715884301811
-1303951.130538940429688,5914468.441745272837579
-30652114.868164062500000,113514523.114917501807213
-1845261.015869140625000,18782550.510120745748281
17520349.574218750000000,346197835.963224112987518
-543654957.593750000000000,994993279.858963847160339
