A,e_A
2236.578150012886908,0.016900952613358
30621.552471966700978,0.644356700741665
242.481755239452468,21.021671974479975
7454.182665564585477,246.470843835386091
425.762759771198034,5507.213724939800159
-464.168354798352084,2.484147293930485
2018.317013909108937,224.968717731379428
-57925.935445368289948,17479.009236040019459
-68662.822990417480469,621760.471992175094783
-16323000.630615234375000,33003369.043495554476976
-8615.522341793403029,85.119654706424626
225.001601893454790,1986.333133872624558
-15460.533893823623657,28406.682734927871934
23778.853278160095215,424291.918678620888386
-42286.514627814292908,7245.458584741320919
90751.309304714202881,172438.190942464832915
-325133.112670898437500,1682137.404419350204989
1927411.982238769531250,34306582.870222166180611
-3624821.189773559570312,519070.839174268185161
-1438090.083358764648438,5722528.245375070720911
-29519559.497558593750000,110010153.921266779303551
-4098272.654785156250000,18708308.487516216933727
8395650.763671875000000,336019681.721317589282990
-640929729.218750000000000,974002363.443272233009338
