2457786.4049 nan nan car-20170201T21h21m27s-sci-gtoc-vis.fits 64
2458057.63024 nan nan car-20171031T02h46m16s-sci-gtoc-vis.fits 64
2458124.46081 nan nan car-20180105T22h39m53s-sci-gtoc-vis.fits 64
2458136.46324 nan nan car-20180117T22h44m56s-sci-gtoc-vis.fits 64
2458434.62261 nan nan car-20181112T02h34m30s-sci-gtoc-vis.fits 64
2458483.431 nan nan car-20181230T21h56m09s-sci-gtoc-vis.fits 64
2458488.5329 nan nan car-20190105T00h38m36s-sci-gtoc-vis.fits 64
2458488.5379 nan nan car-20190105T00h45m48s-sci-gtoc-vis.fits 64
2458488.54027 nan nan car-20190105T00h49m15s-sci-gtoc-vis.fits 64
2458488.54538 nan nan car-20190105T00h56m37s-sci-gtoc-vis.fits 64
2458493.52511 nan nan car-20190110T00h13m09s-sci-gtoc-vis.fits 64
2458498.62489 nan nan car-20190115T02h37m41s-sci-gtoc-vis.fits 64
2458532.36838 nan nan car-20190217T20h30m54s-sci-gtoc-vis.fits 64
2458795.64393 nan nan car-20191108T03h04m24s-sci-gtoc-vis.fits 64
