A,e_A
2255.761701457883646,0.016847242643624
30640.353285351193335,0.652663708719006
456.476420703693293,20.772182816589730
8310.056585832498968,256.226637140809089
3890.557372946292162,5508.552810672237683
-469.897651835428405,2.471310209858823
1966.973933919332922,222.443170787880064
-60598.391810417175293,17188.451741289543861
26820.297359466552734,609671.256961914012209
-12668194.778198242187500,32107752.016281835734844
-8662.858741601929069,84.796693640029758
-190.534173641353846,1968.255830416666640
-15879.594565749168396,28641.520917434194416
119866.256242275238037,420097.846767695096787
-42598.179652571678162,7181.640170113848399
64030.563372611999512,168587.885546799923759
-316408.099876403808594,1726243.073431592667475
7987765.835144042968750,33773636.746900103986263
-3656325.561103820800781,509017.481660922756419
-1573115.116027832031250,5704459.351455221883953
-34921909.015625000000000,107550275.249016076326370
-863628.255859375000000,18265743.491259079426527
19894678.349609375000000,327645675.308801472187042
-479210848.718750000000000,946198291.727797150611877
