A,e_A
2277.275306509496659,0.016822257934105
30475.554446751986688,0.660744410777350
324.136099081937573,20.315935781009454
7538.572696179617196,262.369329304189137
987.100309530273080,5393.162622852686582
-475.829515207125951,2.482399625627958
2005.654172007925808,223.098210289306763
-58452.181188285350800,17414.352176263320871
-198985.157041549682617,611765.319091576733626
-27366527.266967773437500,32674141.973731830716133
-8577.752610550262034,84.723658195799857
0.709587782621384,1929.756420000190019
-14965.354955554008484,28743.661061239512492
46863.664998531341553,408775.163562098343391
-41960.427424311637878,7220.149676800038833
79890.687234878540039,166102.918204374640482
-362131.346275329589844,1720081.310200076550245
4841121.935852050781250,32932209.450443398207426
-3606887.702148437500000,507680.076153012516443
-1071192.331893920898438,5699270.913219701498747
-34094159.777832031250000,105518168.671689972281456
-3877169.596679687500000,18434598.230749543756247
18072623.163085937500000,324581725.612300395965576
-604787455.046875000000000,949729949.329942584037781
