A,e_A
2275.839131125855602,0.017007331488856
30523.894783388393989,0.668456738369987
404.985184791526990,20.700557148625357
7933.423428271431476,266.463161110296085
2442.036676649935544,5508.996652839989110
-475.360227410204971,2.512272874882827
2026.556929529644549,225.825814538859362
-65993.096200466156006,17692.202423563066986
-207923.095539093017578,618648.988472157507204
-17700134.541748046875000,33242686.621728032827377
-8566.123821101151407,86.847015187107814
-23.162990313023329,1970.614666453124755
-17514.840789079666138,29610.996401662159769
23867.859134674072266,424560.684546119184233
-40447.863164067268372,7256.352006546625489
76987.484425067901611,171582.047192168713082
-118767.707794189453125,1751007.812319674063474
3816510.800048828125000,34160552.627000659704208
-3657723.579216003417969,524161.621431799605489
-613675.025268554687500,5758864.909442699514329
-17363884.799804687500000,109129014.720645695924759
-3647723.880615234375000,18493233.611616302281618
54172831.662109375000000,334680542.406761109828949
-615752629.046875000000000,975692823.693677425384521
