A,e_A
2270.724766274098783,0.017369224091426
30475.428109204320208,0.679602486115794
256.411714517758810,21.134557103737297
7260.324761969968677,268.151052948748770
-18.851300574839115,5586.881613021439080
-474.637835451787396,2.594156071594452
1976.365952550433576,232.142305150319459
-66271.440999925136566,18481.207642720171862
117848.129608154296875,640388.242429404519498
-5864216.062133789062500,34940756.705269582569599
-8547.498289007693529,89.161254193300167
173.222528401762247,2053.470728311362564
-14461.533657014369965,30247.570918864032137
45584.920206069946289,443690.016997847589664
-39291.680440127849579,7488.168114922763380
96782.423463344573975,178751.670218653511256
-198112.393363952636719,1792971.423093253979459
3981788.952270507812500,35441885.138577774167061
-3668659.192504882812500,547187.851449839188717
-2358372.233078002929688,5977656.675736894831061
-26869169.375976562500000,114684055.633272513747215
-2746646.819580078125000,19178123.987786956131458
-50951003.437500000000000,353441082.582564532756805
-514902899.187500000000000,1024191882.918474555015564
