wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5176.99390311,5177.09736588,0.00000000,1590.00000000,nan,7.47186099,0.01998527,0.01998567,38604,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.58270413,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.63016181,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.70919207,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.78813584,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.89850275,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.97721956,nan,0.00000000,-2147483648,118,1
5177.88773678,5177.90036413,0.00000000,1628.51608955,0.19037157,8.07965006,0.01998561,0.01998566,38598,118,1
5177.88773678,5177.90036413,0.00000000,1628.51608955,0.19037157,8.07965006,0.01998561,0.01998566,38598,118,1
5178.03740084,5178.03422145,0.00000000,1634.98281032,0.38599039,8.18112205,0.01998567,0.01998566,38597,118,1
5178.03740084,5178.03422145,0.00000000,1634.98281032,0.38599039,8.18112205,0.01998567,0.01998566,38597,118,1
5178.19057620,5178.30195691,0.00000000,1641.60650003,0.14301320,8.28485817,0.01998523,0.01998566,38595,118,1
5178.30750386,5178.30195691,0.00000000,1646.66633107,0.46148951,8.36395986,0.01998568,0.01998566,38595,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.41600610,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.44720338,nan,0.00000000,-2147483648,118,1
5178.56839476,5178.56972014,1658.03187015,1657.97441776,0.14407451,8.54027088,0.01998565,0.01998565,38593,118,0
5178.69294043,5178.70361217,0.00000000,1663.36744683,0.02764730,8.62411554,0.01998561,0.01998565,38592,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.72700608,nan,0.00000000,-2147483648,118,1
5178.96290498,5178.97141706,0.00000000,1675.08535226,0.29277752,8.80572092,0.01998562,0.01998565,38590,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.91249942,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.97413243,nan,0.00000000,-2147483648,118,1
5179.37726995,5179.37317651,0.00000000,1693.10363535,0.11797314,9.08333219,0.01998566,0.01998565,38587,118,1
5179.48811390,nan,0.00000000,1697.93031188,0.44979219,9.15733830,0.01998557,0.01998565,38586,118,1
5179.64054460,5179.64105088,1704.59978079,1704.57771208,0.13718067,9.25899937,0.01998564,0.01998564,38585,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,9.37214146,nan,0.00000000,-2147483648,118,1
5179.92042851,5180.04291458,0.00000000,1716.78264602,0.13564064,9.44483313,0.01998517,0.01998564,38582,118,1
5179.92042851,5180.04291458,0.00000000,1716.78264602,0.13564064,9.44483313,0.01998517,0.01998564,38582,118,1
5179.92042851,nan,0.00000000,1716.78264602,0.13564064,9.44483313,0.01998517,0.01998564,38582,118,1
5180.18568690,5180.17688305,0.00000000,1728.37160794,0.14379441,9.62025688,0.01998567,0.01998564,38581,118,1
5180.30178518,5180.31085848,0.00000000,1733.44905595,0.08359320,9.69678475,0.01998560,0.01998564,38580,118,1
