A,e_A
2245.334226058379500,0.017238730486203
30612.149246797402157,0.660784700178578
293.709573404630646,21.457310612801379
7616.153194297105074,256.824331416081407
1238.974395878612995,5640.715603443496548
-468.400147569285764,2.561503336053228
2002.514743191190064,228.699101158072637
-60892.921400785446167,18122.601835088134976
168916.388883590698242,621937.632182988105342
-7457945.260009765625000,33947169.280504234135151
-8617.039640403352678,89.072130956118755
91.901958197355270,2067.948287176959184
-15688.467527270317078,29810.154630622739205
54495.613597869873047,447092.536579948500730
-38732.868019580841064,7313.459931563605096
85585.391257762908936,182513.397317517112242
-301662.991722106933594,1772784.675604917574674
3892811.892883300781250,36325324.911916054785252
-3700868.724243164062500,552355.561275319545530
-2321577.671127319335938,5887552.989254585467279
-30786519.084960937500000,116777455.351331219077110
1059124.056640625000000,18369720.412940509617329
-23904723.589843750000000,354936691.341542541980743
-377858118.265625000000000,1014333316.760114431381226
