gj617B;V* EW Dra;16 16 45.3148932337 +67 15 22.477858090;-483.168  89.266  [0.066 0.072 90];92.8976 [0.0410] A 2018yCat.1345....0G;v:~ -18.54 (~) A [0.1] 2002ApJS..141..503N


