A,e_A
2266.883920160497837,0.017181407493863
30529.618987210662453,0.663690381076176
326.763089505344396,20.921038196476221
7600.739999763667583,262.518367857380667
1593.560407107695937,5528.114718629747586
-474.347001775702665,2.519592416181750
1994.185855628922582,226.117290938677229
-59951.109411001205444,17623.095364146862266
18315.769239425659180,616293.035046588629484
-15939110.112915039062500,32961628.044573120772839
-8603.614669078029692,87.082410523757687
-120.331349492073059,1956.800385976864845
-16654.892767608165741,29420.991620878376125
60795.292455673217773,422591.592097768443637
-39874.392183244228363,7031.001238168139935
82620.813002109527588,171578.685128316865303
-120625.445404052734375,1711739.195772767066956
4164681.375793457031250,34039064.011391542851925
-3647982.858276367187500,523120.208729618403595
-1429417.962554931640625,5556809.195114306174219
-20560826.052734375000000,108190352.785724386572838
692370.469726562500000,17618053.269350882619619
3826032.980468750000000,330001332.676997423171997
-484205813.468750000000000,955533609.196163535118103
