2457786.59885 nan nan car-20170202T02h13m21s-sci-norl-vis.fits 64
2457794.49149 nan nan car-20170209T23h37m23s-sci-norl-vis.fits 320
2457794.49404 nan nan car-20170209T23h40m57s-sci-norl-vis.fits 64
2457794.49825 nan nan car-20170209T23h46m09s-sci-norl-vis.fits 320
2457794.50455 nan nan car-20170209T23h56m33s-sci-norl-vis.fits 320
2457794.50834 nan nan car-20170210T00h01m45s-sci-norl-vis.fits 64
2458090.63612 nan nan car-20171203T03h15m17s-sci-gtoc-vis.fits 64
2458090.72455 nan nan car-20171203T05h22m28s-sci-norl-vis.fits 64
2458164.55294 nan nan car-20180215T01h05m40s-sci-gtoc-vis.fits 64
2458164.55677 nan nan car-20180215T01h10m56s-sci-gtoc-vis.fits 64
2458164.56027 nan nan car-20180215T01h16m12s-sci-gtoc-vis.fits 64
2458164.56398 nan nan car-20180215T01h21m28s-sci-gtoc-vis.fits 64
2458164.56758 nan nan car-20180215T01h26m43s-sci-gtoc-vis.fits 320
2458217.6057 nan nan car-20180409T02h24m07s-sci-norl-vis.fits 64
2458225.54411 nan nan car-20180417T00h56m35s-tst-vis.fits 64
2458233.34613 nan nan car-20180424T20h10m31s-sci-norl-vis.fits 64
2458233.35006 nan nan car-20180424T20h15m47s-sci-norl-vis.fits 64
2458233.35385 nan nan car-20180424T20h21m03s-sci-norl-vis.fits 64
2458233.35738 nan nan car-20180424T20h26m19s-sci-norl-vis.fits 64
2458233.36119 nan nan car-20180424T20h31m35s-sci-norl-vis.fits 64
