gj810B;LP  756-18;20 55 37.1152935530 -14 03 54.880692485;1420.743  -472.120  [0.149 0.101 90];80.2319 [0.0881] A 2018yCat.1345....0G;v:spectroscopic 912.541 (Opt) C [20.472] 2013AJ....146..134K


