A,e_A
2193.001374160700379,0.017120900525625
30857.719247315744724,0.638158658872522
311.872204744955525,21.922605117257930
8110.225064354948699,237.139561365006671
2434.469035394489765,5731.514461791040048
-453.170255186189024,2.503150441597591
2076.919899741187692,224.313387097350983
-51111.324031531810760,17462.650324902111606
35662.554101943969727,613419.474175676470622
-14691411.430175781250000,32457862.173704225569963
-8705.111529898829758,85.815012116742594
17.198010399937630,2034.091957280208817
-17970.883508563041687,28355.139165702883474
69156.970245361328125,434658.324652829673141
-41534.902607917785645,7285.880662802788720
83129.684334754943848,175952.766900392714888
-340972.787971496582031,1682011.849879143992439
5292973.371704101562500,35298415.954842060804367
-3681403.720275878906250,524896.881023474619724
-1298394.732452392578125,5831125.757288953289390
-31813568.567382812500000,112416812.574971944093704
-808519.954589843750000,18584977.939300302416086
8666692.267578125000000,342123143.159373998641968
-506964183.593750000000000,976013050.947133660316467
