A,e_A
2269.139435878876156,0.016894074484145
30572.436795494108082,0.657020358639009
437.949859996238956,20.704227810034102
8123.781024232273921,261.124844462897670
3347.989574354141951,5495.400357017405440
-474.061764956244588,2.481593473098978
2009.816874505952001,224.018739853863934
-61167.213694632053375,17421.795223581626487
-77247.882217407226562,613983.179219259647653
-15699572.184082031250000,32723800.316599369049072
-8622.894624975509942,86.294008873203012
-9.898321259766817,1941.076198108360813
-17239.049198806285858,29297.533373062946339
37416.457005023956299,418592.654169919958804
-40332.209705531597137,7062.716129554677536
86016.126276493072510,172441.260387844173238
-410353.985134124755859,1696865.780575572513044
2696651.879943847656250,33971802.111633315682411
-3657453.506042480468750,524993.577504528919235
-1844250.716979980468750,5596764.397215085104108
-34276241.971191406250000,109457624.989378869533539
-1942364.832763671875000,17994709.107567891478539
-3801612.320312500000000,334321482.543854176998138
-492719459.359375000000000,966342470.771408915519714
