A,e_A
2264.086569043613508,0.016851002420634
30504.443376752773474,0.652983362903210
252.271205047902185,20.558769180059866
7266.425401039887220,256.079600456029993
467.471829010173678,5417.660860827139004
-472.938622127152485,2.472325105606205
1971.720398874953389,222.315228226351053
-61160.134135961532593,17297.473392156025511
60794.383426666259766,607808.517706084880047
-10668252.367553710937500,32314050.685208704322577
-8601.916445001959801,85.119998218930391
120.781708348542452,1917.872562399005574
-17250.059856772422791,28532.793395772816439
20644.784085750579834,408325.756693722330965
-41524.262728810310364,7085.662435870826812
88680.410862445831299,167465.201926009816816
-63213.059074401855469,1691264.868082335451618
2952921.996215820312500,33132388.706583105027676
-3695206.973243713378906,512626.651297542906832
-1958678.948287963867188,5593330.777779055759311
-17657158.051757812500000,105851331.484689742326736
-213755.175292968750000,17940421.557877536863089
-20760628.183593750000000,325445276.829055607318878
-422451977.281250000000000,947567091.842324495315552
