A,e_A
2242.901105716996426,0.016842242130197
30676.809237236862828,0.647123365739933
411.564362609700765,20.930540452800646
8182.151310949586332,250.667482176427228
3180.074192389845848,5523.405036791713428
-466.048316022013751,2.469069503396210
2023.969812965020537,221.323019260991344
-58457.605337977409363,17099.091817545042431
-82342.921806335449219,604812.746777826454490
-15415130.421997070312500,31777629.442585855722427
-8672.061600811779499,84.457458614198387
-94.663310896605253,1981.766540718403121
-16828.351887702941895,28428.827563652819663
93850.999572753906250,423483.561505453137215
-42478.707960486412048,7141.417202162429021
67149.303045272827148,169967.195851754542673
-320005.819480895996094,1689276.644434903282672
6916044.486145019531250,33959861.109005726873875
-3653434.405487060546875,507746.845902244094759
-1613904.894088745117188,5643023.396860818378627
-31569785.016601562500000,107820270.876128569245338
-2039156.174316406250000,17980648.699501253664494
17053809.146484375000000,325856700.359119057655334
-534011962.968750000000000,933732462.327542901039124
