A,e_A
2284.191008983983011,0.016853773379634
30412.028531266034406,0.660144479941733
252.593535954016261,20.205240390391765
7111.009190006647259,263.920615314567101
173.636216521263123,5354.789645719327382
-478.028351622720947,2.467738597356378
1955.503089129924774,223.312293952963756
-64019.586795270442963,17134.302797258209466
-77105.429281234741211,614077.347932548611425
-14214925.894287109375000,32141471.147636745125055
-8590.242718118242919,84.861362021782256
-169.317333620041609,1909.902996887389918
-16592.328374743461609,28747.908918933728273
56888.333735466003418,404962.718250054400414
-42434.676448583602905,7020.546363653636035
77648.736930370330811,166388.566412335116183
-63026.428833007812500,1703584.176761164562777
2607979.422424316406250,32661999.170272357761860
-3635759.692680358886719,507333.961158172227442
-755535.801910400390625,5567115.030124712735415
-15232110.206542968750000,105039438.309560030698776
1091774.132080078125000,17822056.195777252316475
47860626.636718750000000,322770706.835717141628265
-480365489.859375000000000,935485549.545639038085938
