A,e_A
2223.800429718162377,0.017528109199351
30670.826736060716939,0.663653833350592
220.656549690844258,21.938492544551462
7443.976482693571597,252.173223459004817
216.633117439225316,5745.872097182943435
-460.930767131489119,2.602024677160659
2042.847352840006351,232.729291886504427
-62378.480270385742188,18607.616169234053814
59397.808073043823242,642634.957456872914918
-976006.916503906250000,35152882.366369999945164
-8611.333150407299399,88.822881796917997
398.084124796092510,2071.724049640430167
-17588.386110067367554,29548.651799216386280
5951.320610046386719,441529.358583573077340
-41373.485280394554138,7628.811562854025397
108018.699097156524658,180464.579696804372361
-5732.849411010742188,1775355.922979949275032
2145889.277648925781250,36024169.840130127966404
-3708501.653976440429688,551645.139254984213039
-2664164.485229492187500,6116150.377057633362710
-7740801.531738281250000,116543472.181379809975624
-724028.953613281250000,19798272.088756743818521
-85308066.783203125000000,360196227.969140946865082
-419730737.968750000000000,1048768418.744070768356323
