2458109.301520 0.180815 1.025291 3.095570 0.549697 2.144254 0.865479 -30.231943 0.855986
2458112.328830 -1.313922 1.008353 1.509380 0.570305 0.442772 0.831582 -30.094219 0.860963
2458301.621060 -3.479442 1.005758 9.591900 0.481821 7.707570 0.882835 28.345069 1.172182
2458322.611500 -9.556314 0.869595 4.618740 0.508886 -3.040429 0.705145 23.732585 1.206692
2458342.536730 -4.288261 1.013817 3.606130 0.580134 1.111313 0.831426 16.780273 1.239452
2458392.443570 -4.716520 1.019179 3.927630 0.359554 0.548872 0.953649 -7.274073 1.321504
2458416.471240 -5.881833 0.879219 -1.922770 0.435787 -6.613528 0.763620 -18.584360 1.361008
2458486.333180 -6.158480 1.067464 2.533690 0.477614 -3.088146 0.954654 -29.095404 1.475870
2458680.628020 -5.918648 0.963315 -4.027580 0.401737 -6.517931 0.875548 25.657049 1.795313
2458700.641530 -4.923742 0.876274 2.576570 0.271392 0.990697 0.833188 19.358196 1.828217
2458727.582840 -12.439638 0.910455 3.149790 0.417304 -5.883036 0.809188 7.654312 1.872512
2458760.431830 -7.542003 0.820761 3.208550 0.256427 -1.465293 0.779675 -8.639635 1.926519
2458774.399310 -4.426504 1.086996 0.611884 0.334609 -1.206535 1.034213 -15.216577 1.949483
