    0.316107586344969924E+02    0.895947877512958818E-01   -0.749763627495972429E+02   -0.159376138895307613E-01   -0.190236044468094952E-01   -0.321169921138982906E-01    0.114008260666457928E+01   -0.195802314798075028E+00    0.210997906100312659E-03    0.794294903584789038E+08
    0.316107585890611951E+02    0.895944422801653872E-01   -0.749763661826857657E+02   -0.159414521444915525E-01   -0.190261888805515998E-01   -0.321151971005898193E-01    0.114008198951952422E+01   -0.195803339466253779E+00    0.214289600293238072E-03    0.794294930125861913E+08
    0.316107586553612059E+02    0.895954043429587482E-01   -0.749763646258554957E+02   -0.159355969866954265E-01   -0.190283074219292185E-01   -0.321135297418042240E-01    0.114008363849727590E+01   -0.195793534500134092E+00    0.213473719930729581E-03    0.794294947222209275E+08
    0.316107579181965690E+02    0.895931120178779239E-01   -0.749763626160074068E+02   -0.159414267354395026E-01   -0.190315943970570944E-01   -0.321194137151479264E-01    0.114008119410144593E+01   -0.195797902677440988E+00    0.208326520817016979E-03    0.794294951984886974E+08
    0.316107588360726588E+02    0.895955185297023921E-01   -0.749763695777691623E+02   -0.159375101996746919E-01   -0.190257383516612491E-01   -0.321151269674119152E-01    0.114008371095558680E+01   -0.195802328152616473E+00    0.211372791720156782E-03    0.794294963906140327E+08
    0.316107579311417588E+02    0.895940468670370360E-01   -0.749763629501040327E+02   -0.159374266575710195E-01   -0.190243721264897227E-01   -0.321192210064646308E-01    0.114008523964763309E+01   -0.195801396052174781E+00    0.214851759517122894E-03    0.794294964012591690E+08
    0.316107580300602642E+02    0.895947700246050860E-01   -0.749763644361803756E+02   -0.159383911224079411E-01   -0.190222688374364970E-01   -0.321140023321256976E-01    0.114008359055701858E+01   -0.195799466461853033E+00    0.207161764519698773E-03    0.794294964224270731E+08
    0.316107574545511056E+02    0.895896270074445222E-01   -0.749763638561148582E+02   -0.159360849265477202E-01   -0.190250370029247454E-01   -0.321148541237110535E-01    0.114008954668261997E+01   -0.195805291273365933E+00    0.220822479713628000E-03    0.794294964853732437E+08
    0.316107590053346321E+02    0.895982737790822770E-01   -0.749763640782608292E+02   -0.159394403720282234E-01   -0.190226368066449582E-01   -0.321200356446638483E-01    0.114008234332440672E+01   -0.195794650817910365E+00    0.210536763600289382E-03    0.794294966348283589E+08
    0.316107577118180814E+02    0.895906606231619829E-01   -0.749763615265635792E+02   -0.159382361642731694E-01   -0.190271777574343159E-01   -0.321196503844077483E-01    0.114008366834029506E+01   -0.195801025678481927E+00    0.213888035206835734E-03    0.794294966415816247E+08
    0.316107592464111207E+02    0.895971998785011076E-01   -0.749763649751020296E+02   -0.159428585215381502E-01   -0.190208575833634638E-01   -0.321129496718853408E-01    0.114008695542666172E+01   -0.195802369070064874E+00    0.211421551030049518E-03    0.794294968218044937E+08
    0.316107588346105430E+02    0.895948229051308220E-01   -0.749763659487501286E+02   -0.159380608779713384E-01   -0.190234493020790089E-01   -0.321155665213736022E-01    0.114008601175972091E+01   -0.195795779297788547E+00    0.209930407085249696E-03    0.794294968334149569E+08
