Ech. G [mm$^{-1}$],Coll x-tilt [deg],Ech. inc. angle [deg],Grism x-tilt [deg],Cam x-tilt [deg],Coll y-tilt [deg],Ech. $\gamma$-angle [deg],Slit x-dec [mm],Field flattener y-dec [mm]
31.610758634496992,0.08959478775129588,-74.97636274959724,-0.01593761388953076,-0.019023604446809495,-0.03211699211389829,1.1400826066645793,-0.19580231479807503,0.00021099790610031266
31.610758589061195,0.08959444228016539,-74.97636618268577,-0.015941452144491552,-0.0190261888805516,-0.03211519710058982,1.1400819895195242,-0.19580333946625378,0.00021428960029323807
31.610758655361206,0.08959540434295875,-74.9763646258555,-0.015935596986695427,-0.01902830742192922,-0.032113529741804224,1.140083638497276,-0.1957935345001341,0.00021347371993072958
31.61075791819657,0.08959311201787792,-74.9763626160074,-0.015941426735439503,-0.019031594397057094,-0.032119413715147926,1.140081194101446,-0.195797902677441,0.00020832652081701698
31.61075883607266,0.08959551852970239,-74.97636957776916,-0.015937510199674692,-0.01902573835166125,-0.032115126967411915,1.1400837109555868,-0.19580232815261647,0.00021137279172015678
31.61075793114176,0.08959404686703704,-74.97636295010403,-0.01593742665757102,-0.019024372126489723,-0.03211922100646463,1.140085239647633,-0.19580139605217478,0.0002148517595171229
31.610758030060264,0.08959477002460509,-74.97636443618038,-0.01593839112240794,-0.019022268837436497,-0.0321140023321257,1.1400835905570186,-0.19579946646185303,0.00020716176451969877
31.610757454551106,0.08958962700744452,-74.97636385611486,-0.01593608492654772,-0.019025037002924745,-0.032114854123711054,1.14008954668262,-0.19580529127336593,0.000220822479713628
31.610759005334632,0.08959827377908228,-74.97636407826083,-0.015939440372028223,-0.019022636806644958,-0.03212003564466385,1.1400823433244067,-0.19579465081791037,0.00021053676360028938
31.61075771181808,0.08959066062316198,-74.97636152656358,-0.01593823616427317,-0.019027177757434316,-0.03211965038440775,1.140083668340295,-0.19580102567848193,0.00021388803520683573
31.61075924641112,0.08959719987850111,-74.97636497510203,-0.01594285852153815,-0.019020857583363464,-0.03211294967188534,1.1400869554266617,-0.19580236907006487,0.00021142155103004952
31.610758834610543,0.08959482290513082,-74.97636594875013,-0.01593806087797134,-0.01902344930207901,-0.0321155665213736,1.140086011759721,-0.19579577929778855,0.0002099304070852497
31.61075732701336,0.08959413978645091,-74.9763623179164,-0.015936035858085906,-0.01902581145185161,-0.0321181327207524,1.1400854196890544,-0.1957999718586673,0.00021982492158295906
31.6107582909307,0.08959696132412577,-74.97636269808012,-0.015939588624330942,-0.01902566115181853,-0.032114689824561594,1.1400832830680303,-0.19579866450971561,0.00021653969624709928
31.6107583647125,0.08959309055564901,-74.9763687151139,-0.015940796329494727,-0.019022372030751494,-0.03211487628003838,1.1400841389041816,-0.19580157889777067,0.0002080285040457998
31.61075757509824,0.08959575188608891,-74.97636444950726,-0.015933917575342033,-0.019018290901293672,-0.03211646126552505,1.140088252946233,-0.19580089645521642,0.0002113431534594878
