x,theta
0.0,6.147030382351879
1.0,6.136290407233332
2.0,6.149061864317602
3.0,6.157672759238594
4.0,6.146928776649155
5.0,6.136186867035285
6.0,6.146888120758334
7.0,6.157573558476621
8.0,6.1468276387977525
9.0,6.1360837923091225
10.0,6.144713732055308
11.0,6.156437428849337
12.0,6.145690667898165
13.0,6.162618881081741
14.0,6.142538697507177
15.0,6.1563389656930525
16.0,6.145590264950364
17.0,6.160448182495486
18.0,6.138287105722867
19.0,6.155204117186756
20.0,6.145490330972436
21.0,6.156200646247413
22.0,6.164822739223382
23.0,6.155106393588916
24.0,6.145390866840593
25.0,6.154028148249196
26.0,6.1647272292598245
27.0,6.155009140954952
28.0,6.171951616430874
29.0,6.149780654785616
30.0,6.164632193596034
31.0,6.153873990259235
32.0,6.16770818203554
33.0,6.147606353990042
34.0,6.164537631499229
35.0,6.1537774797757905
36.0,6.165538235731219
37.0,6.174167683290349
38.0,6.163404616261133
39.0,6.152643615281008
40.0,6.1633676454761
41.0,6.173036537852568
42.0,6.162272618147732
43.0,6.152547850218582
44.0,6.1591173509713
45.0,6.171906410545979
46.0,6.162179074400477
47.0,6.179142618682647
48.0,6.154868255362544
49.0,6.171815094089418
50.0,6.161046511871184
51.0,6.1728182531917355
52.0,6.1814559067148735
53.0,6.171724255510398
54.0,6.160953717197486
55.0,6.170649071531784
56.0,6.181367300294475
57.0,6.170593840899777
58.0,6.159822447790027
59.0,6.168479245418325
60.0,6.180238764931772
61.0,6.169464447858623
62.0,6.186443615670839
63.0,6.1642273521371465
64.0,6.179111253519821
65.0,6.16937463786865
66.0,6.182195819155652
67.0,6.188762860869623
68.0,6.179023681507907
69.0,6.1682446829995285
70.0,6.177949218419656
71.0,6.188677533102442
72.0,6.177895611475421
73.0,6.167115757198069
74.0,6.175780813838401
75.0,6.187551351414328
76.0,6.176768566578829
77.0,6.193763406167406
78.0,6.169448092789921
79.0,6.186426196855123
80.0,6.17564068617493
81.0,6.187434501909365
82.0,6.1960886414388625
83.0,6.185300207970187
84.0,6.174513832326426
85.0,6.185268174311375
86.0,6.194964548139197
87.0,6.184175245952488
88.0,6.17442785441812
89.0,6.1810165898916125
90.0,6.1938414843767475
91.0,6.184091519284408
92.0,6.199017176540011
93.0,6.176766202699653
94.0,6.193760011317671
95.0,6.182966003013121
