x,theta
0.0,6.14972062900334
1.0,6.162479595822987
2.0,6.151726104362396
3.0,6.167615965927325
4.0,6.147529810370997
5.0,6.162365615833082
6.0,6.1516101888353205
7.0,6.16542946354555
8.0,6.145338340613762
9.0,6.162252098285073
10.0,6.1514947350376445
11.0,6.163242313438943
12.0,6.171861270578226
13.0,6.16213904416022
14.0,6.151379741486508
15.0,6.161054514461611
16.0,6.171750418676268
17.0,6.162026453498555
18.0,6.151265212744839
19.0,6.158866066570738
20.0,6.171640031367808
21.0,6.1619143268628775
22.0,6.178858957770288
23.0,6.156676968471032
24.0,6.171530109920333
25.0,6.161802666215642
26.0,6.176674703371972
27.0,6.154487219604221
28.0,6.1714206555893725
29.0,6.161691470505964
30.0,6.174489802589179
31.0,6.181043413770489
32.0,6.171311669044215
33.0,6.161580741855374
34.0,6.172304253951864
35.0,6.180936639503628
36.0,6.171203150302716
37.0,6.160431212740512
38.0,6.1680413148524735
39.0,6.180830336063799
40.0,6.171095100413787
41.0,6.188059487224649
42.0,6.165853957034727
43.0,6.180724502674657
44.0,6.170987519844438
45.0,6.185876994031517
46.0,6.163665948981006
47.0,6.180619140697466
48.0,6.16984038265754
49.0,6.181615796821077
50.0,6.19025554280892
51.0,6.180514249933118
52.0,6.169733537554258
53.0,6.179431497248629
54.0,6.190152876599754
55.0,6.179369246174204
56.0,6.168587682444354
57.0,6.177246549090356
58.0,6.190050685406526
59.0,6.179265096669248
60.0,6.195210732171276
61.0,6.175060951871686
62.0,6.188907823727391
63.0,6.178121378022844
64.0,6.1930295061030165
65.0,6.17287470489137
66.0,6.188806377656945
67.0,6.178017971557686
68.0,6.190847633575288
69.0,6.198456133625484
70.0,6.187664803705985
71.0,6.177915040076293
72.0,6.186581312852212
73.0,6.197316438120701
74.0,6.187564105481144
75.0,6.204563963007928
76.0,6.18231618466406
77.0,6.197217977291864
78.0,6.187463883457042
79.0,6.202384664232881
80.0,6.180131335354801
81.0,6.197119994324247
82.0,6.186322014586381
83.0,6.198122467358161
84.0,6.206780914793519
85.0,6.195980009863817
86.0,6.185181166718031
87.0,6.195941360482067
88.0,6.205642820436992
89.0,6.194841047530282
90.0,6.185081969620775
91.0,6.1916734333237855
92.0,6.204505747963573
93.0,6.194744093822251
94.0,6.20967871843915
95.0,6.187406698574918
96.0,6.204411042854765
97.0,6.194647621421538
98.0,6.207500200808013
99.0,6.214082813870512
100.0,6.204316820076073
101.0,6.193508369275442
102.0,6.203236412059681
103.0,6.213990844860042
104.0,6.203179463992264
105.0,6.192370144146949
106.0,6.201056083707996
107.0,6.2128553874162264
108.0,6.2020431338196005
109.0,6.219079966658782
110.0,6.19678655302728
111.0,6.211720957566946
112.0,6.201949950257735
113.0,6.214814567121536
114.0,6.221403615260741
115.0,6.211630034442791
116.0,6.2008130606148555
117.0,6.210550356383621
118.0,6.221314956499803
119.0,6.210495047750136
120.0,6.199677197809528
121.0,6.206281568045966
122.0,6.219137925710534
123.0,6.209361090386153
124.0,6.224323532208089
125.0,6.202013971246274
126.0,6.2190498286415306
127.0,6.208226296380971
128.0,6.220060073340278
129.0,6.228743409876209
130.0,6.217916945998759
131.0,6.207092531324378
132.0,6.217883281608664
133.0,6.2276124447025225
134.0,6.216785094003775
135.0,6.207003217425417
136.0,6.213614074171929
137.0,6.226482509578972
138.0,6.215652405730133
139.0,6.229585284973339
140.0,6.209346057030004
141.0,6.225351739148877
142.0,6.214520751986527
143.0,6.2274106033269305
144.0,6.235055928920509
145.0,6.2242220035430265
146.0,6.214434279169673
147.0,6.223142154938685
148.0,6.23392811790557
149.0,6.223091433213256
150.0,6.239126044226936
151.0,6.218874895434297
152.0,6.232799472581114
153.0,6.221961897364544
154.0,6.236953483708277
155.0,6.214603042531266
156.0,6.231671863856114
157.0,6.220831526603874
158.0,6.230594209841286
159.0,6.241386697232649
160.0,6.230543420597314
161.0,6.219702194603151
162.0,6.228419310056964
163.0,6.240260187006847
164.0,6.229416015850795
165.0,6.244416668468389
166.0,6.222055570401707
167.0,6.239134715923527
168.0,6.228287777453751
169.0,6.2401521196983225
170.0,6.247810308119369
171.0,6.2369615319736695
172.0,6.2271605785638116
173.0,6.235882979452867
174.0,6.246686689770847
175.0,6.235835144643957
176.0,6.251895677239943
177.0,6.23161502747557
178.0,6.2455622432566145
179.0,6.234709798115688
180.0,6.247628492076672
181.0,6.254246463106419
182.0,6.244438838558537
183.0,6.233583619272451
184.0,6.243362492337155
185.0,6.253123881727177
186.0,6.242266824520506
187.0,6.232458481700171
188.0,6.239091893824067
189.0,6.252002342129991
190.0,6.2411425053516965
191.0,6.255120742668154
192.0,6.234822483182768
193.0,6.250879972472966
194.0,6.2400192310335285
195.0,6.250852107590873
196.0,6.259573676159718
197.0,6.249758647351705
198.0,6.23889512487046
199.0,6.246584658532612
200.0,6.258453178690942
201.0,6.247587814719019
202.0,6.262623135769985
203.0,6.242312602548878
204.0,6.257333728671782
205.0,6.246465578622448
206.0,6.258357655539257
207.0,6.266034237651191
208.0,6.25516424798618
209.0,6.245344388743888
210.0,6.254087571632482
211.0,6.264916669664345
212.0,6.254043887637458
213.0,6.270141496637876
214.0,6.247717105286327
215.0,6.262748544093682
216.0,6.252924577305308
217.0,6.265873392208491
218.0,6.272507483209836
219.0,6.261630068920667
220.0,6.2507546923379635
221.0,6.259504063580309
222.0,6.270340721465004
223.0,6.260512643601054
224.0,6.27767008698865
225.0,6.255234894777743
226.0,6.2692241350609095
227.0,6.258344117708269
228.0,6.271301901849171
229.0,6.277940792603353
230.0,6.267057052138725
231.0,6.256175347617415
232.0,6.267034718545602
233.0,6.276826104433297
234.0,6.2659414422452
235.0,6.283110643841411
236.0,6.260661486457735
237.0,6.274660391785503
238.0,6.263774038639518
239.0,6.276740812993253
240.0,6.283384515739286
241.0,6.2735466813374785
242.0,6.262657523435649
243.0,6.272473370162203
244.0,6.2822716532499
