jd,d_a,d_a_std,d_b,d_b_std,dd,dd_std,tccd,t1,t2,t3,t4,t5,t6,t7,t8,p,dd_rv,rvscale,date
58678.809745,-0.256118,0.032966,0.257638,0.030961,0.075874,0.018433,-113.233577,11.015571,10.842500,10.841533,10.670333,10.619000,10.538786,10.632267,10.506571,0.000002,93.856575,1237.005537,2019-07-14
58679.752940,-0.229285,0.028101,0.230805,0.027171,0.075781,0.018861,-113.232729,10.994467,10.821643,10.820267,10.649571,10.598571,10.518400,10.611857,10.486143,0.000002,93.654372,1235.851754,2019-07-15
58680.751134,-0.209232,0.025617,0.210620,0.023901,0.076313,0.018183,-113.234240,10.976429,10.804000,10.802286,10.632286,10.580733,10.501214,10.594571,10.468867,0.000002,94.376654,1236.706624,2019-07-16
58681.750185,-0.195366,0.022828,0.197561,0.022435,0.075286,0.017725,-113.233675,10.965071,10.792500,10.790786,10.621200,10.569500,10.490214,10.583600,10.458071,0.000002,93.091349,1236.495699,2019-07-17
58682.750451,-0.178149,0.020854,0.180241,0.019787,0.075152,0.018319,-113.239455,10.957857,10.784800,10.783929,10.614467,10.562333,10.483286,10.576786,10.450800,0.000002,92.980424,1237.229257,2019-07-18
58683.709641,-0.168228,0.019733,0.169747,0.018395,0.075930,0.017289,-113.237108,10.950067,10.777571,10.776500,10.606786,10.555400,10.476333,10.569857,10.443714,0.000002,93.846139,1235.952418,2019-07-19
58684.837627,-0.160400,0.017610,0.161876,0.017216,0.075908,0.018237,-113.234818,10.941267,10.768200,10.767143,10.597357,10.545933,10.466933,10.560571,10.434067,0.000002,93.781835,1235.469091,2019-07-20
58685.834931,-0.154788,0.017113,0.156140,0.016538,0.076043,0.018566,-113.234083,10.935933,10.763286,10.761400,10.592214,10.540286,10.461400,10.555200,10.428143,0.000002,94.035126,1236.597662,2019-07-21
58686.709491,-0.150467,0.016286,0.152675,0.015679,0.075308,0.018062,-113.234646,10.932533,10.759929,10.758400,10.589429,10.537214,10.458600,10.552143,10.425714,0.000002,93.133950,1236.699120,2019-07-22
58687.711690,-0.153701,0.017100,0.154926,0.015957,0.076243,0.018634,-113.234500,10.932929,10.760267,10.758786,10.590357,10.537667,10.459214,10.553286,10.426333,0.000002,94.200848,1235.542347,2019-07-23
58688.762546,-0.156162,0.017421,0.157925,0.016149,0.075813,0.018418,-113.233201,10.933714,10.761071,10.760071,10.591200,10.539143,10.460500,10.554133,10.427571,0.000002,93.681725,1235.696855,2019-07-24
58689.752674,-0.147767,0.015313,0.149136,0.015916,0.075939,0.018377,-113.238240,10.933071,10.760267,10.758857,10.590071,10.537800,10.459429,10.553143,10.426200,0.000002,93.969115,1237.432942,2019-07-25
58690.668993,-0.141750,0.014389,0.143421,0.015096,0.075862,0.018027,-113.234682,10.931286,10.759067,10.757357,10.588733,10.535400,10.456571,10.550643,10.424067,0.000002,93.778921,1236.185133,2019-07-26
58691.628669,-0.130178,0.012562,0.131566,0.012957,0.076119,0.018271,-113.233464,10.929200,10.756500,10.755533,10.586500,10.533214,10.454667,10.548143,10.421857,0.000002,94.101459,1236.235057,2019-07-27
58692.640000,-0.128399,0.012555,0.129666,0.011736,0.076343,0.017066,-113.234210,10.924429,10.751571,10.750600,10.581533,10.527857,10.449429,10.543067,10.416714,0.000002,94.348023,1235.847343,2019-07-28
58693.823553,-0.138625,0.014353,0.140503,0.013679,0.075607,0.018081,-113.233333,10.922571,10.749429,10.748267,10.579800,10.526714,10.447857,10.542733,10.416143,0.000002,93.320371,1234.274898,2019-07-29
58694.726470,-0.132134,0.013331,0.133825,0.012614,0.075689,0.017394,-113.233175,10.921214,10.748214,10.747571,10.578267,10.526071,10.446786,10.541000,10.414214,0.000002,93.548572,1235.960589,2019-07-30
58695.727292,-0.125461,0.012580,0.127658,0.011666,0.075390,0.017171,-113.232675,10.918286,10.745600,10.744357,10.575214,10.523133,10.443786,10.538357,10.411867,0.000002,93.138849,1235.425601,2019-07-31
58696.751690,-0.119494,0.011572,0.121549,0.011360,0.075551,0.018365,-113.237019,10.915733,10.742786,10.741714,10.572643,10.520600,10.441333,10.535500,10.409071,0.000002,93.273888,1234.573792,2019-08-01
58697.826111,-0.126897,0.011596,0.128499,0.011874,0.075930,0.017695,-113.234167,10.915571,10.742000,10.741333,10.573200,10.520143,10.441786,10.535800,10.409071,0.000002,93.780802,1235.095096,2019-08-02
58699.801204,-0.130750,0.013335,0.131806,0.011848,0.076694,0.018091,-113.233214,10.917000,10.744143,10.743267,10.574600,10.521786,10.442857,10.537133,10.410429,0.000002,94.721409,1235.050525,2019-08-04
58700.655602,-0.132571,0.013414,0.134937,0.013041,0.075257,0.018160,-113.231708,10.918143,10.745071,10.744214,10.575933,10.523000,10.444071,10.537800,10.411571,0.000002,92.996843,1235.718885,2019-08-05
58701.639340,-0.133059,0.013409,0.134986,0.013297,0.075583,0.017440,-113.233825,10.919733,10.746800,10.745643,10.577071,10.525000,10.445933,10.540000,10.413400,0.000002,93.429546,1236.125953,2019-08-06
58702.643646,-0.127584,0.012789,0.129623,0.012158,0.075421,0.017528,-113.236854,10.917800,10.745429,10.743600,10.575214,10.522857,10.443933,10.538000,10.411643,0.000002,93.225830,1236.068554,2019-08-07
58703.636609,-0.124206,0.012826,0.126723,0.011346,0.074957,0.017187,-113.234726,10.915333,10.742286,10.741200,10.572571,10.520571,10.441467,10.535733,10.408929,0.000002,92.682787,1236.485294,2019-08-08
58704.850718,-0.126978,0.012537,0.128163,0.011965,0.076332,0.018402,-113.231344,10.914786,10.741400,10.740929,10.571643,10.519467,10.440643,10.534214,10.408000,0.000002,94.371768,1236.333243,2019-08-09
58705.825463,-0.124742,0.011430,0.126267,0.010877,0.075838,0.017780,-113.231305,10.915286,10.741533,10.741071,10.572200,10.519733,10.440643,10.534857,10.408533,0.000002,93.799528,1236.845884,2019-08-10
58706.825139,-0.124626,0.012299,0.126305,0.012178,0.075830,0.017890,-113.231244,10.916429,10.743267,10.742786,10.573533,10.520133,10.441214,10.535500,10.409400,0.000002,93.727191,1236.012603,2019-08-11
58707.710312,-0.127235,0.012815,0.127928,0.011535,0.076760,0.018055,-113.231539,10.918000,10.745333,10.744143,10.575733,10.521933,10.442714,10.537214,10.410467,0.000002,94.911267,1236.462941,2019-08-12
58708.728137,-0.136065,0.014009,0.137912,0.014336,0.075646,0.016800,-113.233883,10.918071,10.744867,10.743500,10.575429,10.521467,10.442571,10.536429,10.409533,0.000002,93.441908,1235.256908,2019-08-13
58709.701319,-0.142188,0.015747,0.143928,0.013807,0.075800,0.018828,-113.235271,10.921000,10.748143,10.747133,10.578357,10.525071,10.446533,10.540786,10.413714,0.000002,93.689628,1236.008421,2019-08-14
58710.726389,-0.156624,0.016550,0.158512,0.017198,0.075588,0.018096,-113.231610,10.926643,10.753786,10.753267,10.584533,10.531286,10.453214,10.547000,10.420357,0.000002,93.490880,1236.848840,2019-08-15
58711.603009,-0.163842,0.018271,0.165383,0.017508,0.076028,0.016730,-113.229417,10.930400,10.757143,10.756357,10.588286,10.534533,10.456067,10.549929,10.423214,0.000002,93.860624,1234.560548,2019-08-16
58712.790093,-0.150451,0.015830,0.151669,0.015400,0.076247,0.018175,-113.229958,10.928800,10.755600,10.754643,10.585929,10.533467,10.454467,10.548071,10.421933,0.000002,94.259669,1236.243254,2019-08-17
58713.814965,-0.144923,0.015149,0.146660,0.014145,0.075699,0.018775,-113.230113,10.926333,10.752857,10.752067,10.582571,10.530857,10.451867,10.545286,10.419357,0.000002,93.669424,1237.395303,2019-08-18
58715.650081,-0.149170,0.015989,0.151401,0.015063,0.075364,0.017697,-113.231761,10.924357,10.751667,10.750857,10.581467,10.529333,10.450429,10.543643,10.417667,0.000002,93.136916,1235.829476,2019-08-20
58716.688796,-0.160992,0.017354,0.161533,0.016515,0.076895,0.018093,-113.231045,10.927933,10.755200,10.754357,10.585714,10.531933,10.453000,10.547143,10.420867,0.000002,95.070824,1236.364214,2019-08-21
58717.815903,-0.144409,0.015037,0.146107,0.013913,0.075802,0.018035,-113.236636,10.926857,10.754133,10.752429,10.583667,10.530933,10.452071,10.545929,10.419400,0.000002,93.680607,1235.854795,2019-08-22
58718.805255,-0.136516,0.013230,0.138766,0.013754,0.075284,0.018115,-113.232188,10.922786,10.749667,10.748571,10.580000,10.526800,10.447786,10.541500,10.415000,0.000002,93.046045,1235.929814,2019-08-23
58719.829028,-0.130374,0.012535,0.132157,0.012581,0.075739,0.017664,-113.230026,10.919214,10.746000,10.744867,10.576133,10.522357,10.443071,10.537267,10.410286,0.000002,93.570073,1235.427264,2019-08-24
58720.806088,-0.120670,0.010503,0.121977,0.010638,0.076300,0.018199,-113.229786,10.915200,10.741800,10.741000,10.572286,10.518933,10.439733,10.533643,10.407533,0.000002,94.346199,1236.519505,2019-08-25
58721.734873,-0.111806,0.010206,0.113059,0.009315,0.076417,0.018522,-113.230370,10.911143,10.738286,10.737400,10.568200,10.515500,10.436429,10.530000,10.403714,0.000003,94.461847,1236.135249,2019-08-26
58722.735984,-0.109813,0.009136,0.110814,0.008922,0.076415,0.018209,-113.231136,10.906929,10.734067,10.732929,10.563857,10.511400,10.432571,10.525857,10.400000,0.000003,94.437923,1235.857296,2019-08-27
58723.776447,-0.114651,0.010683,0.115960,0.009509,0.076174,0.018813,-113.230078,10.906643,10.733786,10.732333,10.564067,10.511000,10.431643,10.525467,10.399286,0.000004,94.060386,1234.812594,2019-08-28
58724.733762,-0.117018,0.010413,0.118176,0.009400,0.076283,0.016963,-113.229827,10.907857,10.734857,10.733733,10.565214,10.511857,10.433500,10.527000,10.400786,0.000002,94.268715,1235.775431,2019-08-29
58725.706134,-0.116761,0.010151,0.118330,0.010281,0.075976,0.017598,-113.229827,10.909643,10.736429,10.735800,10.566933,10.514214,10.435429,10.528867,10.402643,0.000003,93.895099,1235.851530,2019-08-30
58726.802419,-0.103489,0.008271,0.105085,0.008483,0.075910,0.018105,-113.230646,10.905867,10.732857,10.731800,10.562643,10.510143,10.431333,10.525286,10.398857,0.000003,93.792600,1235.574896,2019-08-31
58727.798542,-0.099707,0.008101,0.100605,0.007642,0.076658,0.017507,-113.229655,10.902933,10.730286,10.729000,10.560071,10.506929,10.427933,10.522214,10.395357,0.000003,94.888778,1237.812014,2019-09-01
58729.775451,-0.102767,0.008317,0.103924,0.007621,0.076481,0.017630,-113.234903,10.900000,10.727400,10.726143,10.558200,10.504333,10.425500,10.519929,10.392600,0.000003,94.478716,1235.323905,2019-09-03
58730.709988,-0.104913,0.009180,0.106892,0.008682,0.075429,0.017927,-113.230409,10.903929,10.731133,10.729857,10.561214,10.507600,10.429500,10.523429,10.396200,0.000003,93.170282,1235.206643,2019-09-04
58731.713819,-0.107293,0.009614,0.108334,0.008305,0.076671,0.018073,-113.229312,10.906000,10.733143,10.732071,10.563571,10.510286,10.431067,10.525286,10.398143,0.000003,94.917132,1237.978155,2019-09-05
58732.641053,-0.101599,0.007682,0.101533,0.007230,0.077676,0.018296,-113.228488,10.904733,10.732071,10.731067,10.561571,10.508786,10.430067,10.523286,10.396857,0.000003,96.073743,1236.853220,2019-09-06
58733.791181,-0.092359,0.006734,0.093101,0.005875,0.076963,0.018180,-113.229458,10.899786,10.726929,10.725800,10.556867,10.503071,10.424286,10.517667,10.391429,0.000003,95.241836,1237.501914,2019-09-07
58734.788750,-0.085061,0.005371,0.085771,0.005080,0.076746,0.017823,-113.229013,10.894429,10.721467,10.720429,10.551067,10.497933,10.419357,10.513071,10.386533,0.000003,94.891621,1236.437004,2019-09-08
58736.672870,-0.060870,0.004595,0.060885,0.003996,0.077581,0.017885,-113.229851,10.886714,10.713786,10.712800,10.543533,10.490500,10.411357,10.505200,10.379357,0.000004,96.030124,1237.810836,2019-09-10
58737.651285,-0.077290,0.004543,0.077371,0.005736,0.077553,0.017627,-113.234583,10.886929,10.713714,10.712467,10.544133,10.491143,10.412143,10.505933,10.379571,0.000003,96.044843,1238.448001,2019-09-11
58738.728866,-0.058261,0.004207,0.059034,0.004801,0.076738,0.017348,-113.230545,10.879857,10.707067,10.705714,10.537071,10.484200,10.405643,10.499357,10.372667,0.000004,95.048995,1238.621278,2019-09-12
58739.677500,-0.058895,0.004146,0.059941,0.003938,0.076514,0.017411,-113.229000,10.875533,10.702714,10.701429,10.532857,10.480929,10.401733,10.495000,10.369143,0.000004,94.600373,1236.377028,2019-09-13
58740.795255,-0.054077,0.003946,0.054555,0.004661,0.077103,0.018311,-113.229396,10.872333,10.699071,10.698571,10.529143,10.477067,10.398667,10.491929,10.365643,0.000004,95.389550,1237.176112,2019-09-14
58741.796123,-0.054122,0.003512,0.055675,0.004139,0.076050,0.017635,-113.227732,10.871000,10.697929,10.696867,10.528143,10.475857,10.396857,10.490467,10.363929,0.000005,94.216144,1238.873135,2019-09-15
58742.712361,-0.054818,0.003965,0.056011,0.004364,0.076379,0.016963,-113.229357,10.870533,10.697500,10.696467,10.527714,10.474929,10.396533,10.490067,10.364000,0.000005,94.508515,1237.356419,2019-09-16
58743.715023,-0.049341,0.004264,0.051031,0.004482,0.075719,0.017994,-113.228994,10.870267,10.698000,10.696571,10.527786,10.475500,10.396333,10.489786,10.363786,0.000005,93.582376,1235.913299,2019-09-17
58745.718125,-0.063978,0.003575,0.065448,0.003764,0.075914,0.017828,-113.233229,10.874800,10.701857,10.700857,10.532714,10.480000,10.401467,10.495429,10.368643,0.000003,93.807865,1235.713382,2019-09-19
58746.700359,-0.068268,0.004380,0.069767,0.005231,0.076103,0.017466,-113.230464,10.880667,10.708357,10.706286,10.538786,10.485800,10.407400,10.501143,10.374714,0.000003,94.028253,1235.543047,2019-09-20
58747.727419,-0.061845,0.003346,0.063316,0.004497,0.076134,0.017200,-113.228506,10.878357,10.705800,10.704071,10.535286,10.483133,10.404143,10.497857,10.370933,0.000003,94.225086,1237.619917,2019-09-21
58748.715486,-0.060470,0.004800,0.063247,0.004870,0.074672,0.016507,-113.228149,10.875929,10.703000,10.701867,10.532867,10.480286,10.401071,10.494667,10.368643,0.000003,92.433075,1237.852826,2019-09-22
58750.673495,-0.068062,0.004271,0.068906,0.004745,0.076738,0.017193,-113.228532,10.875571,10.702714,10.701867,10.532800,10.480214,10.401429,10.495267,10.369286,0.000003,94.954894,1237.385676,2019-09-24
58751.593484,-0.073030,0.003691,0.073742,0.005141,0.076937,0.016475,-113.230039,10.878643,10.705857,10.704600,10.536667,10.483071,10.404286,10.498400,10.371643,0.000004,95.288878,1238.525724,2019-09-25
58752.578090,-0.082397,0.005037,0.083810,0.005353,0.076060,0.018839,-113.228292,10.881533,10.709143,10.707429,10.538929,10.486571,10.407667,10.501643,10.375286,0.000003,94.157573,1237.934546,2019-09-26
58753.564977,-0.078234,0.005591,0.081169,0.005878,0.074515,0.019025,-113.231054,10.882071,10.709143,10.708333,10.540200,10.487429,10.408571,10.502800,10.376214,0.000003,92.076679,1235.685008,2019-09-27
58754.773854,-0.074954,0.005423,0.074823,0.004995,0.077676,0.017547,-113.228045,10.881929,10.709133,10.707714,10.539067,10.486143,10.407500,10.500800,10.375200,0.000003,96.197788,1238.449943,2019-09-28
58755.771898,-0.074280,0.004493,0.075261,0.005457,0.076724,0.017592,-113.228167,10.881867,10.708857,10.707214,10.539286,10.486071,10.407000,10.500857,10.374357,0.000004,95.044906,1238.787015,2019-09-29
58756.705625,-0.074188,0.004694,0.074704,0.004856,0.077135,0.018603,-113.226792,10.881067,10.708357,10.707000,10.538643,10.485357,10.406467,10.500429,10.374071,0.000004,95.483581,1237.882654,2019-09-30
58757.735417,-0.067279,0.003808,0.069115,0.004731,0.075680,0.018566,-113.227589,10.880867,10.707929,10.706286,10.537786,10.484929,10.406267,10.500357,10.373357,0.000004,93.707654,1238.202883,2019-10-01
58758.692986,-0.088872,0.007056,0.090350,0.006366,0.076210,0.017866,-113.230482,10.884600,10.711800,10.710500,10.542429,10.488867,10.410133,10.504357,10.377400,0.000004,94.273692,1237.021358,2019-10-02
58759.707361,-0.096443,0.008666,0.097628,0.007872,0.076302,0.017743,-113.229101,10.888200,10.715571,10.714286,10.546143,10.493357,10.414333,10.508643,10.381929,0.000004,94.380336,1236.930407,2019-10-03
58760.686030,-0.096677,0.007503,0.096672,0.006848,0.077499,0.017853,-113.227946,10.889867,10.717000,10.716000,10.547429,10.494286,10.415200,10.509143,10.383286,0.000004,95.815822,1236.356660,2019-10-04
58761.800648,-0.095796,0.007002,0.097657,0.007604,0.075619,0.018503,-113.227774,10.889333,10.716786,10.715000,10.546357,10.493500,10.414533,10.508500,10.381571,0.000004,93.544800,1237.061236,2019-10-05
58763.750822,-0.096448,0.008022,0.096084,0.007813,0.077805,0.018056,-113.227417,10.889533,10.716800,10.715500,10.546857,10.493133,10.413933,10.508071,10.381800,0.000004,96.093475,1235.051032,2019-10-07
58764.692280,-0.099711,0.007956,0.100830,0.007536,0.076350,0.017044,-113.226833,10.890333,10.717214,10.716214,10.547786,10.494357,10.415067,10.508786,10.382571,0.000004,94.502297,1237.744684,2019-10-08
58765.680046,-0.103837,0.008404,0.105508,0.008615,0.075746,0.019228,-113.227670,10.892857,10.719600,10.718643,10.550267,10.496400,10.417786,10.511000,10.385133,0.000005,93.611778,1235.862006,2019-10-09
58766.679803,-0.109717,0.009165,0.110666,0.009355,0.076669,0.017421,-113.229614,10.895000,10.721933,10.721786,10.552267,10.499071,10.419643,10.514267,10.387067,0.000004,94.949520,1238.435094,2019-10-10
58767.647060,-0.115883,0.009617,0.116760,0.010560,0.076572,0.019031,-113.228292,10.899467,10.726929,10.725733,10.557429,10.503786,10.425200,10.518933,10.392000,0.000004,94.761606,1237.541176,2019-10-11
58770.676910,-0.095932,0.008126,0.097948,0.007486,0.075444,0.017678,-113.229938,10.897267,10.724733,10.723357,10.554500,10.502333,10.423067,10.516571,10.390400,0.000004,93.210691,1235.488812,2019-10-14
58771.696875,-0.099035,0.007458,0.099762,0.007885,0.076987,0.019322,-113.227443,10.893214,10.720200,10.719000,10.550643,10.497533,10.418429,10.512286,10.386000,0.000004,95.283727,1237.661715,2019-10-15
58772.709549,-0.095256,0.007528,0.095965,0.007486,0.076785,0.018065,-113.226201,10.891286,10.719000,10.717800,10.548800,10.496429,10.417643,10.511267,10.385357,0.000005,95.002141,1237.250593,2019-10-16
58773.702187,-0.091533,0.005608,0.091997,0.006541,0.077157,0.017397,-113.225838,10.890857,10.717786,10.717067,10.547933,10.495500,10.417071,10.510400,10.384214,0.000004,95.513732,1237.917617,2019-10-17
58774.670394,-0.079637,0.005499,0.081139,0.005143,0.076048,0.016905,-113.226940,10.886929,10.713929,10.712933,10.544000,10.492071,10.412500,10.505867,10.380357,0.000006,94.242373,1239.247169,2019-10-18
58775.699225,-0.057497,0.003477,0.058105,0.003380,0.076804,0.016957,-113.226858,10.882357,10.709533,10.708857,10.539400,10.486533,10.407857,10.501500,10.375400,0.000005,94.903341,1235.651828,2019-10-19
58777.681771,-0.047392,0.005809,0.048409,0.005066,0.076490,0.016758,-113.225695,10.871929,10.699067,10.697929,10.529000,10.476333,10.397286,10.491071,10.365200,0.000007,94.735224,1238.532146,2019-10-21
