jd,d_a,d_a_std,d_b,d_b_std,dd,dd_std,tccd,t1,t2,t3,t4,t5,t6,t7,t8,p,dd_rv,rvscale,date
58046.571470,-0.000000,0.000000,0.000000,0.000000,0.077658,0.017963,-113.232518,10.894000,10.721214,10.719467,10.550667,10.499500,10.421133,10.514857,10.387786,0.000002,95.940482,1235.423949,2017-10-20
58047.699954,-0.005908,0.002463,0.006811,0.002274,0.076743,0.017760,-113.230024,10.891929,10.719357,10.718000,10.549071,10.499143,10.420333,10.514133,10.387714,0.000002,94.862686,1236.111907,2017-10-21
58048.748831,-0.001224,0.002173,0.001951,0.002244,0.076882,0.017476,-113.231146,10.889071,10.716857,10.715400,10.546071,10.496286,10.417800,10.510933,10.384643,0.000002,95.018695,1235.900577,2017-10-22
58049.650648,0.001231,0.001996,-0.001288,0.001170,0.077681,0.018663,-113.231685,10.887571,10.714857,10.713867,10.544600,10.494714,10.415667,10.509429,10.383071,0.000002,96.032584,1236.235707,2017-10-23
58050.664850,-0.000795,0.001623,0.000495,0.001493,0.077991,0.017587,-113.230667,10.885214,10.712929,10.711867,10.542786,10.492500,10.415000,10.507800,10.381286,0.000002,96.326759,1235.105547,2017-10-24
58051.684838,-0.006845,0.002305,0.007039,0.002148,0.077562,0.018082,-113.229062,10.886267,10.713571,10.712600,10.543667,10.493571,10.414857,10.508643,10.381929,0.000002,95.866210,1235.993729,2017-10-25
58052.632037,0.000483,0.001810,-0.000076,0.002086,0.077323,0.018076,-113.232539,10.888133,10.715786,10.714286,10.545600,10.496286,10.417429,10.511000,10.384733,0.000002,95.556646,1235.810225,2017-10-26
58053.712245,0.004033,0.001899,-0.003151,0.002309,0.076765,0.018421,-113.231298,10.886800,10.714857,10.713071,10.543867,10.495000,10.416286,10.509429,10.383643,0.000002,94.735976,1234.110724,2017-10-27
58054.705336,0.017765,0.002551,-0.016899,0.002602,0.076836,0.017546,-113.229238,10.882857,10.710214,10.709200,10.539733,10.490000,10.410933,10.504500,10.378286,0.000003,94.846671,1234.410753,2017-10-28
58055.639028,0.023613,0.003191,-0.023330,0.003604,0.077362,0.018296,-113.229786,10.880067,10.707786,10.706200,10.537400,10.487286,10.409071,10.502357,10.375786,0.000002,95.580101,1235.495724,2017-10-29
58057.626250,0.025892,0.003736,-0.025888,0.004710,0.077512,0.018121,-113.232494,10.874429,10.702000,10.700571,10.531571,10.481000,10.402357,10.496067,10.369400,0.000002,95.752243,1235.319737,2017-10-31
58058.702616,0.019363,0.003069,-0.018995,0.003168,0.077142,0.017683,-113.229170,10.874429,10.702067,10.700857,10.532929,10.481800,10.403214,10.497071,10.370533,0.000003,95.326615,1235.721447,2017-11-01
58059.654236,0.021444,0.003099,-0.020880,0.003224,0.077129,0.018499,-113.228795,10.876000,10.703533,10.702214,10.533000,10.483733,10.405643,10.499071,10.372933,0.000003,95.243659,1234.859806,2017-11-02
58060.655127,0.030493,0.004685,-0.030218,0.005029,0.077442,0.017774,-113.230208,10.874429,10.701000,10.700400,10.531600,10.482143,10.403733,10.497143,10.370286,0.000003,95.630698,1234.862681,2017-11-03
58061.689780,0.046100,0.007308,-0.045981,0.007756,0.077584,0.016950,-113.229917,10.866786,10.694571,10.693400,10.523600,10.473786,10.394533,10.488571,10.361786,0.000003,95.915791,1236.278816,2017-11-04
58063.660845,0.061304,0.009538,-0.061819,0.009989,0.078139,0.017842,-113.229156,10.854800,10.682000,10.680929,10.511733,10.462357,10.383500,10.477500,10.350786,0.000003,96.553277,1235.663270,2017-11-06
58064.709965,0.074383,0.012615,-0.074618,0.011938,0.077925,0.018041,-113.228417,10.849643,10.677429,10.675867,10.507000,10.456929,10.379000,10.472357,10.345857,0.000002,96.317110,1236.029091,2017-11-07
58065.574560,0.059328,0.009281,-0.060457,0.009901,0.078725,0.018151,-113.229458,10.850071,10.677143,10.676000,10.507643,10.458857,10.379667,10.473933,10.347714,0.000003,97.286609,1235.771038,2017-11-08
58066.807847,0.063104,0.012100,-0.064307,0.012144,0.078654,0.017253,-113.228521,10.848286,10.675467,10.674357,10.505214,10.455400,10.377400,10.470400,10.344000,0.000003,97.213500,1235.967020,2017-11-09
58067.795324,0.076407,0.013736,-0.077518,0.013603,0.078616,0.018141,-113.231156,10.842933,10.670214,10.668857,10.499933,10.450571,10.371143,10.465429,10.338429,0.000003,97.194298,1236.319863,2017-11-10
58068.767778,0.086523,0.014038,-0.087042,0.013264,0.078117,0.018219,-113.229929,10.837133,10.664357,10.663667,10.494533,10.445071,10.366286,10.459929,10.333786,0.000004,96.634724,1237.046818,2017-11-11
58070.769988,0.132778,0.021067,-0.133868,0.020672,0.078759,0.018320,-113.227937,10.818733,10.645733,10.645143,10.475000,10.426000,10.346857,10.440214,10.314067,0.000004,97.197392,1234.108053,2017-11-13
58071.714838,0.173214,0.026257,-0.173090,0.025748,0.077585,0.017345,-113.227617,10.811133,10.637786,10.637214,10.467733,10.417429,10.338571,10.432571,10.306714,0.000004,95.907854,1236.167278,2017-11-14
58072.660880,0.165004,0.024479,-0.164051,0.023968,0.076865,0.017985,-113.229750,10.806786,10.633933,10.632643,10.464071,10.414133,10.335214,10.428867,10.302333,0.000003,94.999808,1235.935206,2017-11-15
58073.629988,0.158450,0.023426,-0.157785,0.022477,0.077113,0.017696,-113.229909,10.806867,10.634400,10.633286,10.464143,10.414400,10.335429,10.429786,10.303467,0.000003,95.295413,1235.781455,2017-11-16
58074.640278,0.153767,0.023437,-0.152885,0.022692,0.076744,0.018041,-113.227750,10.806800,10.634000,10.633214,10.463857,10.413600,10.334500,10.428214,10.301800,0.000004,94.852762,1235.963909,2017-11-17
58075.621979,0.158291,0.023622,-0.158843,0.023149,0.078099,0.017059,-113.227375,10.803571,10.631133,10.629714,10.460500,10.410600,10.332500,10.425667,10.299200,0.000004,96.495490,1235.550934,2017-11-18
58076.680891,0.157507,0.023898,-0.157776,0.024264,0.078025,0.018878,-113.227687,10.799429,10.626733,10.625714,10.456643,10.407000,10.327357,10.421500,10.294933,0.000004,96.342587,1234.765957,2017-11-19
58077.694479,0.166021,0.025555,-0.165692,0.024780,0.077349,0.018600,-113.229714,10.795786,10.622400,10.621357,10.452429,10.403000,10.323857,10.417714,10.291200,0.000004,95.559589,1235.430228,2017-11-20
58078.672894,0.169324,0.025208,-0.169031,0.025096,0.077288,0.017232,-113.227863,10.791857,10.619000,10.618067,10.449000,10.400143,10.321333,10.414933,10.288500,0.000005,95.496018,1235.591105,2017-11-21
58079.711586,0.171293,0.026539,-0.170687,0.026564,0.077091,0.018425,-113.227142,10.790000,10.617800,10.616143,10.447857,10.397933,10.319429,10.413571,10.286800,0.000003,95.334768,1236.658881,2017-11-22
58080.645312,0.163120,0.025209,-0.162509,0.024668,0.077090,0.018147,-113.229955,10.792143,10.619600,10.618714,10.449429,10.400267,10.321571,10.414929,10.288933,0.000005,95.304057,1236.267824,2017-11-23
58081.607269,0.169108,0.026097,-0.169780,0.025606,0.078159,0.018078,-113.227784,10.791000,10.618800,10.617357,10.448857,10.399333,10.320286,10.413929,10.288000,0.000005,96.570065,1235.556425,2017-11-24
58082.729780,0.174083,0.027693,-0.173038,0.026319,0.076952,0.017447,-113.229113,10.786867,10.614571,10.613467,10.443733,10.394571,10.315786,10.410000,10.283714,0.000005,95.212246,1237.286185,2017-11-25
58083.689965,0.176145,0.027060,-0.176361,0.026085,0.078017,0.017728,-113.228443,10.783714,10.610600,10.609714,10.440357,10.391267,10.313071,10.406571,10.280333,0.000005,96.407830,1235.735683,2017-11-26
58084.554456,0.182572,0.028434,-0.181927,0.027631,0.077234,0.016770,-113.227972,10.783333,10.610867,10.609571,10.440214,10.390867,10.312429,10.406000,10.279933,0.000005,95.618983,1238.048867,2017-11-27
58085.559491,0.203528,0.030960,-0.203233,0.030890,0.077445,0.019095,-113.227774,10.779571,10.606714,10.605667,10.436667,10.387286,10.308867,10.402733,10.276286,0.000005,95.879575,1238.034284,2017-11-28
58086.576296,0.223093,0.033198,-0.222593,0.032762,0.077033,0.017964,-113.228351,10.776643,10.604214,10.602667,10.433467,10.384714,10.306533,10.400143,10.273714,0.000004,95.449921,1239.076449,2017-11-29
58087.600035,0.213377,0.033136,-0.211832,0.031685,0.076796,0.016765,-113.227807,10.775467,10.602714,10.602000,10.433267,10.384714,10.306000,10.400071,10.273286,0.000006,94.975615,1236.728304,2017-11-30
58088.527211,0.214327,0.032815,-0.214839,0.033053,0.078570,0.017218,-113.227167,10.775000,10.602214,10.601333,10.432000,10.383857,10.305000,10.398143,10.272214,0.000005,97.150838,1236.483124,2017-12-01
58089.724583,0.207766,0.032734,-0.209582,0.032451,0.079196,0.017269,-113.227195,10.776933,10.604429,10.603143,10.434600,10.384929,10.306357,10.399714,10.273500,0.000006,97.895848,1236.125390,2017-12-02
58090.721968,0.186808,0.029303,-0.187284,0.029367,0.078418,0.017388,-113.226565,10.775643,10.602643,10.601867,10.433214,10.384000,10.304133,10.398267,10.272214,0.000006,97.118883,1238.472120,2017-12-03
58091.585116,0.197542,0.030366,-0.197515,0.030469,0.077811,0.018699,-113.226558,10.777533,10.605143,10.603714,10.435333,10.386500,10.308143,10.401714,10.275286,0.000006,96.373986,1238.561226,2017-12-04
58093.715590,0.195731,0.029538,-0.195059,0.028723,0.077360,0.018083,-113.228040,10.778786,10.605733,10.604857,10.436643,10.387733,10.309643,10.403143,10.276667,0.000006,95.647884,1236.395486,2017-12-06
58094.587419,0.187335,0.028330,-0.186383,0.027931,0.076946,0.017879,-113.227675,10.780867,10.608000,10.607429,10.438867,10.389357,10.311071,10.404714,10.277933,0.000006,95.134070,1236.376796,2017-12-07
58095.660174,0.192918,0.029269,-0.192877,0.029043,0.077711,0.019366,-113.226136,10.782600,10.609857,10.608857,10.440067,10.391571,10.312571,10.407000,10.279933,0.000006,96.225642,1238.242537,2017-12-08
58096.622616,0.220571,0.032611,-0.220160,0.033150,0.077366,0.018643,-113.226625,10.774857,10.602143,10.601667,10.431800,10.383357,10.304333,10.397429,10.272071,0.000006,95.791842,1238.163266,2017-12-09
58097.734850,0.253874,0.037798,-0.254534,0.038383,0.078365,0.017769,-113.226423,10.763571,10.591067,10.590071,10.420571,10.371667,10.292643,10.386200,10.260286,0.000006,96.874459,1236.188043,2017-12-10
58101.661400,0.230358,0.035018,-0.230371,0.033623,0.077314,0.017382,-113.229352,10.750357,10.577667,10.576429,10.408000,10.358533,10.280000,10.373714,10.247400,0.000007,95.625945,1236.854813,2017-12-14
58102.576100,0.244689,0.036603,-0.244717,0.036769,0.077987,0.017221,-113.226202,10.754857,10.582714,10.581600,10.412733,10.364143,10.286000,10.379357,10.253071,0.000007,96.479885,1237.134029,2017-12-15
58106.686944,0.229352,0.035429,-0.228566,0.035551,0.076921,0.018112,-113.227125,10.758143,10.585429,10.584600,10.415571,10.366714,10.287800,10.381333,10.256000,0.000006,95.027068,1235.387817,2017-12-19
58107.568958,0.214914,0.034408,-0.216215,0.032915,0.078809,0.017391,-113.225455,10.754333,10.581600,10.580286,10.411714,10.362733,10.283714,10.377500,10.251267,0.000008,97.313383,1234.793031,2017-12-20
58108.729248,0.205286,0.032718,-0.205633,0.032355,0.078150,0.018831,-113.226266,10.758867,10.585929,10.584500,10.416667,10.367286,10.288500,10.383000,10.256133,0.000008,96.686023,1237.178896,2017-12-21
58109.597361,0.209573,0.032364,-0.208803,0.032077,0.076846,0.017523,-113.228747,10.764800,10.592071,10.591357,10.422733,10.374714,10.295857,10.389500,10.264000,0.000006,95.097525,1237.509090,2017-12-22
58110.732859,0.209178,0.032501,-0.210269,0.031434,0.078805,0.018998,-113.226325,10.767067,10.594357,10.593357,10.424467,10.375929,10.296929,10.391286,10.264571,0.000007,97.391978,1235.854247,2017-12-23
58111.714005,0.217156,0.033127,-0.217421,0.032569,0.078108,0.017893,-113.225625,10.766571,10.593467,10.593429,10.424143,10.375867,10.296714,10.390143,10.264600,0.000007,96.483532,1235.250258,2017-12-24
58112.733102,0.222342,0.034150,-0.222974,0.034438,0.078680,0.019836,-113.225530,10.765467,10.592500,10.592267,10.423133,10.374357,10.295067,10.389000,10.262714,0.000007,97.173224,1235.042990,2017-12-25
58113.648669,0.245479,0.038601,-0.244467,0.036530,0.076907,0.017245,-113.224591,10.762667,10.589857,10.588786,10.419867,10.370857,10.291643,10.385571,10.259667,0.000009,95.059275,1236.031382,2017-12-26
58114.689572,0.233223,0.035844,-0.234124,0.035985,0.078218,0.019383,-113.226786,10.759071,10.586400,10.585286,10.416643,10.367267,10.289071,10.382857,10.257333,0.000009,96.779001,1237.297631,2017-12-27
58115.669097,0.221469,0.034169,-0.221998,0.032938,0.078065,0.019206,-113.225568,10.757867,10.584600,10.583929,10.414857,10.367286,10.288071,10.382500,10.256000,0.000008,96.551912,1236.813647,2017-12-28
58116.649803,0.211250,0.032776,-0.211128,0.030507,0.077592,0.018511,-113.227262,10.756000,10.583429,10.582600,10.413714,10.365500,10.287067,10.380533,10.254214,0.000008,96.062881,1238.047182,2017-12-29
58117.718588,0.203999,0.031581,-0.204007,0.031063,0.077987,0.017847,-113.225021,10.759143,10.586429,10.585400,10.417000,10.368429,10.289200,10.383333,10.256786,0.000008,96.360460,1235.593699,2017-12-30
58118.679803,0.203596,0.030257,-0.203154,0.029699,0.076810,0.019076,-113.225208,10.764267,10.591857,10.590267,10.422467,10.372786,10.294467,10.388429,10.262929,0.000008,94.991097,1236.707970,2017-12-31
58119.539745,0.191209,0.030286,-0.192097,0.030359,0.078666,0.018242,-113.224739,10.766000,10.593214,10.591857,10.423267,10.375071,10.295786,10.389571,10.264267,0.000008,97.256234,1236.319175,2018-01-01
58120.600787,0.189370,0.029610,-0.189269,0.028073,0.077746,0.017943,-113.225955,10.768143,10.595667,10.595071,10.425714,10.377333,10.298429,10.392600,10.266643,0.000008,96.196415,1237.311671,2018-01-02
58121.675833,0.219224,0.032031,-0.218808,0.031943,0.077183,0.018075,-113.225687,10.768857,10.596286,10.595286,10.426467,10.378429,10.299143,10.392786,10.267143,0.000008,95.370686,1235.639578,2018-01-03
58122.614306,0.216603,0.030851,-0.216420,0.032053,0.077295,0.020174,-113.224637,10.770929,10.598214,10.597667,10.428500,10.380500,10.301800,10.395733,10.268786,0.000008,95.420849,1234.497860,2018-01-04
58123.654410,0.211783,0.031737,-0.211414,0.031418,0.077239,0.018182,-113.225185,10.774533,10.601500,10.600643,10.432133,10.383214,10.304143,10.398000,10.271929,0.000009,95.509099,1236.534249,2018-01-05
58124.726817,0.225181,0.034112,-0.226197,0.033411,0.078811,0.017636,-113.223708,10.772333,10.599429,10.598429,10.429467,10.381071,10.301643,10.395857,10.269333,0.000008,97.421787,1236.136933,2018-01-06
58125.629444,0.224678,0.034506,-0.226762,0.035104,0.079463,0.018284,-113.224056,10.765933,10.593214,10.591714,10.422667,10.373857,10.294786,10.387929,10.262000,0.000009,98.266017,1236.631441,2018-01-07
58126.633519,0.209978,0.033165,-0.209928,0.032936,0.077556,0.017833,-113.224119,10.761714,10.589643,10.587733,10.418867,10.369429,10.290667,10.383867,10.257857,0.000008,95.804167,1235.292109,2018-01-08
58127.692384,0.223977,0.036202,-0.225133,0.035386,0.078899,0.018644,-113.223792,10.754214,10.581571,10.580267,10.411067,10.361857,10.283333,10.376000,10.250500,0.000008,97.467167,1235.335321,2018-01-09
58128.606146,0.235253,0.037807,-0.236195,0.037135,0.078491,0.017777,-113.224656,10.748214,10.575714,10.574467,10.405571,10.355867,10.276733,10.370733,10.244357,0.000009,96.897257,1234.503996,2018-01-10
58130.665949,0.210594,0.033820,-0.210433,0.032883,0.077316,0.017358,-113.224201,10.756933,10.584200,10.583071,10.415071,10.365533,10.287000,10.381143,10.254733,0.000010,95.464553,1234.736338,2018-01-12
58131.736910,0.204752,0.031294,-0.204737,0.031587,0.077616,0.017842,-113.223458,10.763786,10.590857,10.590200,10.421400,10.371857,10.292800,10.386733,10.260500,0.000009,95.927351,1235.929435,2018-01-13
58132.742593,0.199644,0.031779,-0.199839,0.030786,0.077792,0.018001,-113.222917,10.769067,10.596357,10.595714,10.426467,10.377357,10.299000,10.392500,10.266067,0.000009,96.024304,1234.372915,2018-01-14
58133.633762,0.174988,0.028247,-0.175119,0.028031,0.077632,0.018905,-113.226017,10.770929,10.597800,10.597000,10.428429,10.377600,10.299000,10.393000,10.266467,0.000009,95.929139,1235.685363,2018-01-15
58134.586620,0.168972,0.026828,-0.168896,0.026118,0.077555,0.018068,-113.223113,10.774643,10.602286,10.600933,10.432133,10.383500,10.304800,10.398267,10.272143,0.000009,95.871456,1236.174103,2018-01-16
58135.667801,0.155761,0.024184,-0.155305,0.023552,0.077125,0.017237,-113.223244,10.781357,10.609000,10.607533,10.439214,10.389867,10.311000,10.405267,10.278786,0.000009,95.270729,1235.280155,2018-01-17
58136.662315,0.147312,0.022687,-0.146846,0.022754,0.077103,0.017465,-113.221979,10.789143,10.617214,10.616200,10.447857,10.398571,10.319800,10.413733,10.287429,0.000010,95.189221,1234.574193,2018-01-18
58137.739572,0.139801,0.022148,-0.140714,0.021629,0.078250,0.018116,-113.224143,10.795929,10.623600,10.622286,10.453071,10.403571,10.325071,10.418714,10.292429,0.000010,96.575308,1234.189175,2018-01-19
58138.742697,0.124166,0.020974,-0.124397,0.020298,0.077757,0.018268,-113.222920,10.799643,10.627286,10.626357,10.457286,10.408857,10.329786,10.423133,10.297643,0.000010,95.983337,1234.401337,2018-01-20
58139.745648,0.135407,0.022144,-0.135102,0.021257,0.077351,0.018111,-113.223812,10.795429,10.623214,10.622467,10.452429,10.403786,10.324667,10.418400,10.291357,0.000011,95.600391,1235.925873,2018-01-21
58140.697662,0.144042,0.022631,-0.144184,0.022626,0.077741,0.017861,-113.223534,10.790786,10.618267,10.617214,10.447714,10.399786,10.320786,10.414357,10.288143,0.000010,95.976868,1234.578525,2018-01-22
58141.668368,0.166849,0.025921,-0.167252,0.025877,0.077946,0.018584,-113.224351,10.785071,10.612429,10.611133,10.441933,10.393857,10.315133,10.408800,10.283071,0.000010,96.253555,1234.872052,2018-01-23
58142.710590,0.165132,0.025534,-0.164940,0.025730,0.077262,0.019072,-113.223890,10.784286,10.611643,10.610333,10.441643,10.393143,10.314600,10.402067,10.282357,0.000010,95.353615,1234.160034,2018-01-24
58143.700463,0.180404,0.027408,-0.180924,0.027347,0.078174,0.018066,-113.222642,10.784429,10.611857,10.610571,10.441857,10.393643,10.314400,10.409200,10.281929,0.000010,96.510837,1234.567569,2018-01-25
58144.663565,0.185039,0.029401,-0.184843,0.029102,0.077453,0.018292,-113.225062,10.782200,10.610067,10.608500,10.439429,10.391667,10.312429,10.405786,10.280133,0.000010,95.712034,1235.737171,2018-01-26
58145.779479,0.181898,0.029360,-0.182725,0.029490,0.078326,0.017303,-113.223455,10.775571,10.603357,10.602067,10.432429,10.383867,10.304400,10.398667,10.272714,0.000012,96.714925,1234.769423,2018-01-27
58146.665706,0.183130,0.030112,-0.184406,0.029766,0.078879,0.017703,-113.222247,10.770429,10.597200,10.596286,10.426786,10.379000,10.300067,10.392867,10.267357,0.000011,97.409577,1234.930602,2018-01-28
58148.670880,0.212288,0.034075,-0.212429,0.033281,0.077985,0.018890,-113.225021,10.761200,10.588533,10.587267,10.418267,10.369714,10.290286,10.384071,10.258333,0.000009,96.306955,1234.938187,2018-01-30
58150.749433,0.239359,0.037364,-0.240071,0.037640,0.078256,0.018175,-113.222312,10.761357,10.588857,10.587071,10.419000,10.369571,10.290667,10.384200,10.257643,0.000011,96.726496,1236.025396,2018-02-01
58151.815833,0.224247,0.036356,-0.224115,0.035402,0.077666,0.018064,-113.223162,10.760929,10.588429,10.587357,10.418714,10.370333,10.291667,10.385286,10.259071,0.000011,95.923976,1235.075524,2018-02-02
58152.826481,0.204665,0.033160,-0.205603,0.033746,0.078533,0.017817,-113.222429,10.761000,10.588929,10.587286,10.418714,10.368857,10.290067,10.383600,10.257786,0.000012,96.925321,1234.200208,2018-02-03
58153.715185,0.224869,0.035816,-0.224878,0.035325,0.077716,0.017718,-113.223268,10.761857,10.589214,10.588429,10.419000,10.370500,10.291000,10.385000,10.259429,0.000012,95.999179,1235.254332,2018-02-04
58154.660440,0.227956,0.036801,-0.228540,0.036405,0.078160,0.017810,-113.223589,10.759429,10.586667,10.585571,10.416714,10.367071,10.288786,10.382400,10.255867,0.000011,96.506911,1234.732622,2018-02-05
58155.680046,0.222884,0.036452,-0.223513,0.035968,0.078056,0.018493,-113.222104,10.759571,10.586929,10.586000,10.417500,10.367429,10.288667,10.382267,10.255714,0.000011,96.409272,1235.121678,2018-02-06
58156.701308,0.206373,0.034237,-0.207241,0.033678,0.078462,0.017590,-113.223187,10.758143,10.586200,10.584286,10.416000,10.366714,10.287500,10.381600,10.254714,0.000011,96.874294,1234.662574,2018-02-07
58157.710706,0.211694,0.034143,-0.212401,0.034267,0.078299,0.017908,-113.224244,10.758357,10.586000,10.585286,10.416786,10.367571,10.288333,10.382200,10.255500,0.000013,96.678339,1234.727562,2018-02-08
58158.647292,0.198755,0.032063,-0.198924,0.031687,0.077750,0.018050,-113.222175,10.760214,10.587214,10.586667,10.418600,10.368067,10.289733,10.383357,10.257071,0.000012,95.951400,1234.096779,2018-02-09
58159.761296,0.199838,0.032694,-0.199913,0.032483,0.077833,0.017796,-113.222437,10.761571,10.589200,10.588000,10.419786,10.369500,10.291143,10.384800,10.258333,0.000012,96.204953,1236.046281,2018-02-10
58160.752211,0.196873,0.031732,-0.197333,0.031018,0.077759,0.017925,-113.222032,10.763786,10.590786,10.590143,10.421067,10.373200,10.294000,10.387571,10.261643,0.000012,95.991776,1234.482260,2018-02-11
58163.603056,-0.199406,0.027915,0.199660,0.027451,0.077769,0.018524,-113.240875,10.993714,10.820857,10.821286,10.659857,10.610214,10.533600,10.628333,10.501143,0.000012,96.115285,1235.910325,2018-02-14
58164.703889,-0.133240,0.004282,0.133667,0.005196,0.077597,0.018608,-113.239208,10.959357,10.786571,10.785500,10.614500,10.566786,10.486800,10.579600,10.454000,0.003850,95.810502,1234.713132,2018-02-15
58165.662384,-0.051561,0.006043,0.051979,0.005878,0.077940,0.018823,-113.239054,10.926500,10.754133,10.752857,10.581786,10.533714,10.454214,10.547000,10.421857,0.000020,96.153473,1233.680864,2018-02-16
58166.676979,0.007609,0.003747,-0.007698,0.003584,0.078028,0.017664,-113.237539,10.895733,10.722667,10.722000,10.551867,10.503286,10.423929,10.516286,10.391000,0.000019,96.327199,1234.516209,2018-02-17
58167.714433,0.056396,0.011497,-0.057724,0.011668,0.078804,0.018557,-113.237153,10.869571,10.697067,10.696071,10.525786,10.476571,10.397000,10.490000,10.364429,0.000018,97.361346,1235.493826,2018-02-18
58169.663171,0.111457,0.019715,-0.112335,0.018632,0.078151,0.018800,-113.238790,10.832267,10.659571,10.658267,10.489267,10.440133,10.360643,10.454571,10.327933,0.000018,96.549572,1235.419244,2018-02-20
58170.656551,0.149975,0.025024,-0.151651,0.024213,0.078388,0.018233,-113.235780,10.819000,10.645929,10.645357,10.475500,10.426400,10.347800,10.441786,10.314786,0.000019,96.739236,1234.105412,2018-02-21
58171.684236,0.165887,0.028102,-0.167311,0.027253,0.078778,0.017514,-113.238274,10.810000,10.637643,10.636429,10.467429,10.419467,10.340200,10.433714,10.307643,0.000017,97.186940,1233.687792,2018-02-22
58172.625266,0.171099,0.028594,-0.171396,0.027350,0.077569,0.018551,-113.236256,10.802357,10.629929,10.628857,10.459929,10.410929,10.332667,10.425929,10.300143,0.000018,95.780844,1234.782626,2018-02-23
58173.751632,0.173639,0.028906,-0.174084,0.028308,0.077808,0.017493,-113.236415,10.793800,10.620733,10.620067,10.451143,10.401929,10.323571,10.417071,10.290400,0.000017,96.127675,1235.439582,2018-02-24
58174.768935,0.171550,0.028835,-0.172757,0.028228,0.078635,0.018084,-113.237580,10.786667,10.613533,10.613000,10.444267,10.396286,10.316786,10.410714,10.284800,0.000018,97.145399,1235.390725,2018-02-25
58175.707986,0.183915,0.030258,-0.184434,0.030175,0.078080,0.017686,-113.235229,10.781571,10.608714,10.608000,10.439357,10.392000,10.312733,10.406733,10.280857,0.000018,96.403027,1234.671323,2018-02-26
58176.689838,0.199056,0.031642,-0.199180,0.031073,0.077637,0.017937,-113.235577,10.775500,10.602643,10.601857,10.433133,10.385333,10.305933,10.400000,10.273643,0.000018,95.954137,1235.928001,2018-02-27
58177.663403,0.203540,0.032970,-0.204090,0.032476,0.078071,0.017935,-113.234351,10.771429,10.598667,10.598071,10.429357,10.380500,10.302429,10.396000,10.269786,0.000017,96.400828,1234.782047,2018-02-28
58180.770278,0.200877,0.032974,-0.200733,0.032149,0.077049,0.018653,-113.234750,10.765929,10.593214,10.592500,10.424071,10.376214,10.297400,10.391000,10.265000,0.000017,95.130001,1234.666324,2018-03-03
58181.767396,0.206746,0.034369,-0.206477,0.033500,0.076978,0.017702,-113.235571,10.760786,10.588333,10.587214,10.418857,10.369929,10.291286,10.385200,10.258929,0.000019,95.137036,1235.893117,2018-03-04
58182.677535,0.223375,0.036415,-0.223882,0.035973,0.077730,0.017561,-113.235324,10.761133,10.588643,10.588000,10.419600,10.371143,10.292214,10.386500,10.259733,0.000018,95.966923,1234.616456,2018-03-05
58183.650880,0.203660,0.034304,-0.204684,0.033692,0.078128,0.018000,-113.234994,10.758214,10.585643,10.584286,10.416357,10.367200,10.288800,10.383071,10.256000,0.000019,96.493237,1235.063812,2018-03-06
58184.673102,0.195995,0.032761,-0.196091,0.032220,0.077431,0.017687,-113.234182,10.759000,10.586133,10.585286,10.417357,10.368571,10.290357,10.384286,10.257929,0.000018,95.681148,1235.697611,2018-03-07
58185.651771,0.197357,0.031939,-0.197060,0.031508,0.077304,0.017871,-113.236812,10.759714,10.586929,10.586500,10.418214,10.369071,10.290733,10.384200,10.258143,0.000017,95.443342,1234.650579,2018-03-08
58186.657813,0.190277,0.031075,-0.190776,0.030084,0.077657,0.018199,-113.235714,10.761714,10.589357,10.588143,10.419786,10.371733,10.293200,10.387214,10.261143,0.000019,95.886370,1234.740407,2018-03-09
58187.749225,0.196883,0.032363,-0.196611,0.031125,0.077183,0.017445,-113.234006,10.764786,10.592000,10.591357,10.423000,10.374357,10.295786,10.389467,10.263571,0.000019,95.271551,1234.355134,2018-03-10
58188.813542,0.198270,0.032509,-0.198752,0.031503,0.077906,0.018027,-113.233937,10.765714,10.593143,10.592071,10.423643,10.375267,10.296200,10.389643,10.264000,0.000017,96.207485,1234.920529,2018-03-11
58189.713993,0.180695,0.030784,-0.181284,0.030153,0.077616,0.017754,-113.233455,10.764214,10.591733,10.590643,10.422000,10.372143,10.293857,10.387867,10.261214,0.000020,95.834141,1234.718661,2018-03-12
58190.650961,0.179894,0.029645,-0.180088,0.028990,0.077605,0.018052,-113.234604,10.766071,10.593333,10.592643,10.423929,10.375500,10.296429,10.390333,10.263929,0.000018,95.809838,1234.584182,2018-03-13
58191.661181,0.192758,0.031142,-0.191856,0.029879,0.076863,0.017364,-113.232333,10.767714,10.595467,10.593857,10.426357,10.376786,10.299214,10.392733,10.265643,0.000018,94.948636,1235.304258,2018-03-14
58192.723819,0.210651,0.034298,-0.210838,0.033371,0.077504,0.018043,-113.231338,10.766143,10.593800,10.592500,10.423571,10.374000,10.294929,10.389400,10.263071,0.000020,95.776053,1235.755805,2018-03-15
58193.684086,0.214319,0.035154,-0.214541,0.034928,0.077661,0.018097,-113.236396,10.765357,10.592929,10.591643,10.422857,10.374000,10.295200,10.389000,10.262857,0.000019,95.895089,1234.790457,2018-03-16
58194.753333,0.224931,0.035863,-0.225670,0.035919,0.078158,0.017783,-113.234125,10.765000,10.592214,10.591357,10.423143,10.375000,10.296067,10.389714,10.263857,0.000019,96.522179,1234.956236,2018-03-17
