wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5159.89991142,5159.72208042,0.00000000,885.00000000,nan,7.42377678,0.01998532,0.01998464,38732,118,1
5160.08212457,nan,0.00000000,892.22773097,0.47131021,7.67983629,0.01998500,0.01998464,38730,118,1
5160.26059442,5160.25506496,0.00000000,899.31252285,0.32672466,7.92953791,0.01998466,0.01998464,38728,118,1
5160.26059442,5160.25506496,0.00000000,899.31252285,0.32672466,7.92953791,0.01998466,0.01998464,38728,118,1
5160.39018230,5160.38832830,0.00000000,904.46027350,0.09029762,8.11016709,0.01998464,0.01998464,38727,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.26890223,nan,0.00000000,-2147483648,118,1
5160.63196827,5160.65487562,0.00000000,914.07275343,0.07123750,8.44565607,0.01998455,0.01998464,38725,118,1
5160.77194354,5160.78815961,0.00000000,919.64226767,0.05171448,8.63896766,0.01998457,0.01998464,38724,118,1
5160.77194354,5160.78815961,0.00000000,919.64226767,0.05171448,8.63896766,0.01998457,0.01998464,38724,118,1
5161.00422754,nan,0.00000000,928.89220296,0.05437378,8.95828859,0.01998496,0.01998464,38723,118,1
5161.00422754,nan,0.00000000,928.89220296,0.05437378,8.95828859,0.01998496,0.01998464,38723,118,1
5161.14192297,nan,0.00000000,934.37990692,0.18347908,9.14671102,0.01998497,0.01998464,38722,118,1
5161.48550525,nan,0.00000000,948.08748133,0.33230148,9.61405393,0.01998527,0.01998464,38720,118,1
5161.74533114,nan,0.00000000,958.46727514,0.08750933,9.96480254,0.01998525,0.01998464,38718,118,1
5161.74533114,nan,0.00000000,958.46727514,0.08750933,9.96480254,0.01998525,0.01998464,38718,118,1
5161.74533114,nan,0.00000000,958.46727514,0.08750933,9.96480254,0.01998525,0.01998464,38718,118,1
5162.11600121,nan,0.00000000,973.29580426,0.15013027,10.46120770,0.01998462,0.01998464,38714,118,1
5162.11600121,5162.12137823,0.00000000,973.29580426,0.15013027,10.46120770,0.01998462,0.01998464,38714,118,1
5162.25899838,5162.25473797,0.00000000,979.02286091,0.25123237,10.65146162,0.01998465,0.01998464,38713,118,1
5162.37090513,5162.38810461,0.00000000,983.50727521,0.20808881,10.79986548,0.01998457,0.01998464,38712,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.98095744,nan,0.00000000,-2147483648,118,1
5162.63983140,nan,0.00000000,994.29301558,0.39328590,11.15475761,0.01998458,0.01998464,38710,118,1
5162.78726916,5162.78824588,1000.25950790,1000.22028209,0.06916899,11.34856108,0.01998463,0.01998464,38709,118,0
5162.92040106,5162.92164008,1005.61811877,1005.56833272,0.24359355,11.52268113,0.01998463,0.01998464,38708,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,11.69880152,nan,0.00000000,-2147483648,118,1
5163.18050977,5163.18844918,0.00000000,1016.01697404,0.26167340,11.86083018,0.01998461,0.01998464,38706,118,1
5163.18050977,5163.18844918,0.00000000,1016.01697404,0.26167340,11.86083018,0.01998461,0.01998464,38706,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.05324954,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.11737529,nan,0.00000000,-2147483648,118,1
