A,e_A
2281.117102107877599,0.016924896434622
30540.347799442628457,0.668510877628311
490.891331601218553,20.621128939512690
8295.079557359684259,267.700560939677018
3395.666621575132012,5500.783417822259253
-476.875286307127681,2.517934041489150
1981.899520263075829,225.235025953389624
-68439.138457834720612,17879.213865953999630
-11799.598785400390625,615957.721275112358853
-7893189.601074218750000,33612140.818085551261902
-8583.296214982867241,87.284368619168148
15.178602777421474,1946.873542385477549
-15167.295749485492706,29712.629518214009295
54955.079362392425537,417954.399611373723019
-40298.166339933872223,7222.166738981650269
71340.284206390380859,172942.590973217360443
-274188.956855773925781,1755669.671714015305042
5681488.124176025390625,34183701.015177167952061
-3660723.387626647949219,533596.572598415892571
-1586203.020668029785156,5720336.404520897194743
-27743611.108398437500000,110371411.498267024755478
-3414531.871093750000000,18191523.495194464921951
8144020.501953125000000,339068660.910479605197906
-522316285.140625000000000,985387383.214496016502380
