wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5160.49977939,5160.51663047,0.00000000,908.98797394,0.08941280,7.67834133,0.01998455,0.01998462,38726,118,1
5160.49977939,5160.51663047,0.00000000,908.98797394,0.08941280,7.67834133,0.01998455,0.01998462,38726,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.05217045,nan,0.00000000,-2147483648,118,1
5160.98096462,5160.91651659,0.00000000,928.13890010,0.25684840,8.39069042,0.01998487,0.01998462,38723,118,1
5160.98096462,nan,0.00000000,928.13890010,0.25684840,8.39069042,0.01998487,0.01998462,38723,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.53293805,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.60644018,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.75307589,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.82620969,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.97210979,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.08121374,nan,0.00000000,-2147483648,118,1
5161.58932877,5161.58313116,0.00000000,952.40928601,0.13230795,9.27724439,0.01998464,0.01998462,38718,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.44291114,nan,0.00000000,-2147483648,118,1
5161.84789688,5161.84982520,0.00000000,962.74440549,0.27415784,9.64930967,0.01998461,0.01998462,38716,118,1
5161.84789688,5161.84982520,0.00000000,962.74440549,0.27415784,9.64930967,0.01998461,0.01998462,38716,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.83726900,nan,0.00000000,-2147483648,118,1
5162.09914689,5162.11654680,0.00000000,972.79831776,0.19975260,10.00814523,0.01998455,0.01998462,38714,118,1
5162.24229700,5162.24991793,0.00000000,978.53154796,0.09290465,10.21140489,0.01998459,0.01998462,38713,118,1
5162.37112094,5162.38329595,0.00000000,983.69411661,0.13621543,10.39358692,0.01998457,0.01998462,38712,118,1
5162.49291356,5162.51668087,0.00000000,988.57762103,0.42018225,10.56518501,0.01998453,0.01998462,38711,118,1
5162.49291356,5162.51668087,0.00000000,988.57762103,0.42018225,10.56518501,0.01998453,0.01998462,38711,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.85945680,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.92902428,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.03315215,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.10242199,nan,0.00000000,-2147483648,118,1
5162.96295778,5162.78347137,0.00000000,1007.44974379,0.37618953,11.22162431,0.01998531,0.01998462,38709,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.44699048,nan,0.00000000,-2147483648,118,1
5163.32002117,nan,0.00000000,1021.81218589,0.39337417,11.71411536,0.01998463,0.01998462,38705,118,1
5163.32002117,nan,0.00000000,1021.81218589,0.39337417,11.71411536,0.01998463,0.01998462,38705,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.89051013,nan,0.00000000,-2147483648,118,1
5163.58535261,5163.58400834,1032.46901750,1032.52319210,0.04812375,12.07743895,0.01998463,0.01998462,38703,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,12.29550316,nan,0.00000000,-2147483648,118,1
5163.84359708,5163.85090916,0.00000000,1042.91397624,0.22280227,12.42668619,0.01998459,0.01998462,38701,118,1
5163.84359708,5163.85090916,0.00000000,1042.91397624,0.22280227,12.42668619,0.01998459,0.01998462,38701,118,1
5164.11700611,5164.11783756,1054.00922379,1053.97563394,0.25563790,12.79502131,0.01998462,0.01998462,38699,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,12.96115060,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.09288687,nan,0.00000000,-2147483648,118,1
5164.48894820,nan,0.00000000,1068.99223684,0.09076145,13.28937072,0.01998451,0.01998462,38696,118,1
5164.48894820,nan,0.00000000,1068.99223684,0.09076145,13.28937072,0.01998451,0.01998462,38696,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.55032835,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.61521694,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.67999080,nan,0.00000000,-2147483648,118,1
5164.90970480,5164.91878837,0.00000000,1086.03583522,0.52650804,13.84257866,0.01998459,0.01998462,38693,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,14.03420113,nan,0.00000000,-2147483648,118,1
5165.31853949,5165.31935693,1102.67456098,1102.64136590,0.20770975,14.37358046,0.01998462,0.01998462,38690,118,0
5165.31853949,5165.31935693,1102.67456098,1102.64136590,0.20770975,14.37358046,0.01998462,0.01998462,38690,118,0
5165.46777481,5165.45289360,0.00000000,1108.69200280,0.26955597,14.56511672,0.01998468,0.01998462,38689,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,14.70085749,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,14.88903891,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,14.98274943,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,15.04508255,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,15.13837162,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,15.29329271,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,15.35506520,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,15.44751433,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,15.50900749,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,15.60103810,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,15.69281808,nan,0.00000000,-2147483648,118,1
5166.51846955,5166.52143548,0.00000000,1151.50498634,0.27680377,15.89096796,0.01998461,0.01998462,38681,118,1
5166.51846955,5166.52143548,0.00000000,1151.50498634,0.27680377,15.89096796,0.01998461,0.01998462,38681,118,1
5166.78890423,5166.78864003,1162.55465295,1162.56545850,0.11804623,16.22519207,0.01998462,0.01998462,38679,118,0
5166.78890423,5166.78864003,1162.55465295,1162.56545850,0.11804623,16.22519207,0.01998462,0.01998462,38679,118,0
5166.91795990,5166.92225266,0.00000000,1167.83767996,0.32285800,16.38331877,0.01998461,0.01998462,38678,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,16.53740812,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,16.59690912,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,16.68595495,nan,0.00000000,-2147483648,118,1
5167.32490124,5167.32313204,1184.43853140,1184.51104959,0.13392424,16.87836799,0.01998463,0.01998462,38675,118,0
5167.32490124,5167.32313204,1184.43853140,1184.51104959,0.13392424,16.87836799,0.01998463,0.01998462,38675,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,17.18590202,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,17.24420181,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,17.33144792,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,17.38947641,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,17.47631602,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,17.53407382,nan,0.00000000,-2147483648,118,1
5168.00481306,nan,0.00000000,1212.42639351,0.14224458,17.69023785,0.01998467,0.01998462,38670,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,17.67799560,nan,0.00000000,-2147483648,118,1
5168.14346486,nan,0.00000000,1218.13098561,0.12452656,17.85355221,0.01998469,0.01998462,38669,118,1
5168.14346486,5168.12507741,0.00000000,1218.13098561,0.12452656,17.85355221,0.01998469,0.01998462,38669,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,17.99225295,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,18.16229678,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,18.27512409,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,18.41555744,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,18.58319833,nan,0.00000000,-2147483648,118,1
