drv,samp
-39.30340209294263,4.60311215369893
-36.19290210707004,4.60311215369893
-32.233703044914364,4.60311215369893
-36.775391295657755,4.60311215369893
-32.466120870385566,4.60311215369893
-32.70524524379289,4.60311215369893
-35.36543405939119,4.60311215369893
-32.808887374214464,4.60311215369893
-34.95517107354499,4.60311215369893
-33.283784104740334,4.60311215369893
-34.59120871567393,4.60311215369893
-34.95472025336676,4.60311215369893
-32.2951154070488,4.60311215369893
-36.47405896730379,4.60311215369893
-33.77548276496418,4.60311215369893
-36.13096052046785,4.60311215369893
-38.55092458716899,4.60311215369893
-35.17777537228358,4.60311215369893
-36.723905133440894,4.60311215369893
-32.12123618548958,4.60311215369893
-33.86086181934297,4.60311215369893
-29.253431727696807,4.60311215369893
-32.56325195485442,4.60311215369893
-37.05925204916366,4.60311215369893
-35.09568181470604,4.60311215369893
-33.6905840224681,4.60311215369893
-30.681521568707467,4.60311215369893
-31.83452790326737,4.60311215369893
-31.981229329156122,4.60311215369893
-33.20263475416232,4.60311215369893
-38.708601295038534,4.60311215369893
-35.334285952594655,4.60311215369893
-37.24934203387693,4.60311215369893
-31.773054714162754,4.60311215369893
-35.69765599705261,4.60311215369893
-36.99835534151134,4.60311215369893
-32.23254268130404,4.60311215369893
-32.47596493506262,4.60311215369893
-32.406671572352934,4.60311215369893
-33.93475409719758,4.60311215369893
-31.553050367052492,4.60311215369893
-35.03196447944174,4.60311215369893
-30.522133480860248,4.60311215369893
-28.415681489776034,4.60311215369893
-30.768435497260725,4.60311215369893
-35.76751569800945,4.60311215369893
-35.79264736089226,4.60311215369893
-35.39030249043117,4.60311215369893
-31.625868882944815,4.60311215369893
-33.659478226994,4.60311215369893
-32.727057436199175,4.60311215369893
-32.471454372645894,4.60311215369893
-33.000682063615386,4.60311215369893
-27.882102290238436,4.60311215369893
-30.851340328233164,4.60311215369893
-29.52034229382116,4.60311215369893
-29.300472357366743,4.60311215369893
-33.598268443585766,4.60311215369893
-28.064699299001404,4.60311215369893
-29.985917645357404,4.60311215369893
-30.371654177517485,4.60311215369893
-28.50682898476998,4.60311215369893
-32.54965132894631,4.60311215369893
-31.81370964091184,4.60311215369893
-38.452879199599465,4.60311215369893
-27.993805288633666,4.60311215369893
-29.119647870548306,4.60311215369893
-29.337646951710667,4.60311215369893
-30.373715781538976,4.60311215369893
-28.265752056291603,4.60311215369893
-30.00364915058981,4.60311215369893
-26.824290483869845,4.60311215369893
-30.212778791059918,4.60311215369893
-31.389156974109483,4.60311215369893
-33.062833047461936,4.60311215369893
-30.30222830061848,4.60311215369893
-27.32204411798739,4.60311215369893
-38.38433314955637,4.60311215369893
-27.539269070613955,4.60311215369893
-22.816453908074436,4.60311215369893
-28.415172556442485,4.60311215369893
-31.34879830991963,4.60311215369893
-32.70707418554298,4.60311215369893
-30.128992413751348,4.60311215369893
-35.039538398223385,4.60311215369893
-33.127027416416695,4.60311215369893
-27.747055247444905,4.60311215369893
-30.742556808742165,4.60311215369893
-27.52247466949848,4.60311215369893
-31.577498316942865,4.60311215369893
-31.53040337754885,4.60311215369893
-32.60648697975353,4.60311215369893
-28.4692649900486,4.60311215369893
-29.970440174878945,4.60311215369893
-34.401479850507826,4.60311215369893
-34.54668717092352,4.60311215369893
-33.69167748008692,4.60311215369893
-27.118622112266564,4.60311215369893
-35.71254793715906,4.60311215369893
-32.97904864990251,4.60311215369893
-33.709154255144384,4.60311215369893
-30.950319485091825,4.60311215369893
-27.673788173190786,4.60311215369893
-31.316931842414874,4.60311215369893
-34.40681693507429,4.60311215369893
-33.902094066597556,4.60311215369893
-30.6272955019665,4.60311215369893
-33.57773963573129,4.60311215369893
-29.05778183239977,4.60311215369893
-28.89607324110068,4.60311215369893
-32.79304571684793,4.60311215369893
-31.558802654546753,4.60311215369893
