wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5159.92157828,5159.71501044,0.00000000,886.00000000,nan,7.80390770,0.01998489,0.01998409,38731,118,1
5160.12970702,5160.11477671,0.00000000,894.25743490,0.16584902,8.09231927,0.01998415,0.01998409,38728,118,1
5160.34635046,nan,0.00000000,902.86061894,0.16931643,8.39099338,0.01998499,0.01998409,38728,118,1
5160.34635046,nan,0.00000000,902.86061894,0.16931643,8.39099338,0.01998499,0.01998409,38728,118,1
5160.49574587,nan,0.00000000,908.79802449,0.26621759,8.59604351,0.01998505,0.01998409,38727,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.77497389,nan,0.00000000,-2147483648,118,1
5160.77800047,5160.78119148,0.00000000,920.02619953,0.17765994,8.98141382,0.01998408,0.01998409,38723,118,1
5160.77800047,5160.78119148,0.00000000,920.02619953,0.17765994,8.98141382,0.01998408,0.01998409,38723,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.38892850,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.52427336,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.59179757,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.76017626,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.89443553,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.12844175,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.29485189,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.42753840,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.59284530,nan,0.00000000,-2147483648,118,1
5162.12864370,5162.11453747,0.00000000,973.94798173,0.10723515,10.78869725,0.01998415,0.01998409,38713,118,1
5162.12864370,5162.11453747,0.00000000,973.94798173,0.10723515,10.78869725,0.01998415,0.01998409,38713,118,1
5162.36402785,5162.11453747,0.00000000,983.37815298,0.17262534,11.09743853,0.01998506,0.01998409,38713,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.24796527,nan,0.00000000,-2147483648,118,1
5162.69891715,5162.51467560,0.00000000,996.81178352,0.06333212,11.53351299,0.01998481,0.01998409,38710,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.53959162,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.63636347,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.79716520,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.92537087,nan,0.00000000,-2147483648,118,1
5163.20454493,5163.04828961,0.00000000,1017.13236971,0.36369462,12.18483268,0.01998470,0.01998409,38706,118,1
5163.20454493,5163.04828961,0.00000000,1017.13236971,0.36369462,12.18483268,0.01998470,0.01998409,38706,118,1
5163.45776053,5163.44857250,0.00000000,1027.32608368,0.13897596,12.50780891,0.01998413,0.01998410,38703,118,1
5163.45776053,5163.44857250,0.00000000,1027.32608368,0.13897596,12.50780891,0.01998413,0.01998410,38703,118,1
5163.45776053,5163.44857250,0.00000000,1027.32608368,0.13897596,12.50780891,0.01998413,0.01998410,38703,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.81200482,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.99954653,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.06186883,nan,0.00000000,-2147483648,118,1
5163.98975722,5163.98237957,0.00000000,1048.78049578,0.08132663,13.17941205,0.01998412,0.01998410,38699,118,1
5164.12258998,5164.11584859,0.00000000,1054.14541238,0.17011795,13.34563185,0.01998412,0.01998410,38698,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.49544826,nan,0.00000000,-2147483648,118,1
5164.38675402,5164.38280731,0.00000000,1064.82417612,0.13903595,13.67444591,0.01998411,0.01998410,38696,118,1
