A,e_A
2304.071803790354807,0.016812266622380
30379.404965933834319,0.669665322276259
368.041079159622313,19.913026688934437
7534.283119872212410,272.355519415743402
1830.753871899098158,5325.118544901190035
-484.129994525621441,2.480856788545257
1924.916222724132240,225.458970701219698
-64817.215585291385651,17437.714486997385393
-9716.896871566772461,625157.722042913897894
-16070536.131469726562500,33058976.114112149924040
-8575.697808782570064,85.259710884449817
-176.919854067265987,1884.583987625999043
-13745.633215010166168,29166.682895308451407
81875.784499645233154,400118.065273833926767
-40686.199131131172180,7111.848808634054876
71314.308361053466797,165132.373479509871686
-291721.868530273437500,1733475.717739165760577
6212659.379882812500000,32424238.469911023974419
-3617785.198272705078125,511990.420197131112218
-1571592.750366210937500,5625373.159509670920670
-42274758.691894531250000,104508443.461231067776680
-1352573.817382812500000,18285019.464048132300377
27227963.455078125000000,324540397.801975905895233
-503475438.593750000000000,959037597.153865456581116
