wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5176.86941341,5176.69377877,0.00000000,1585.00000000,nan,7.45289407,0.01998479,0.01998411,38604,118,1
5177.10596444,5177.09618456,0.00000000,1595.16975534,0.10103389,7.61497165,0.01998415,0.01998411,38601,118,1
5177.24315570,nan,0.00000000,1601.07356762,0.16867458,7.70890904,0.01998416,0.01998411,38600,118,1
5177.24315570,nan,0.00000000,1601.07356762,0.16867458,7.70890904,0.01998416,0.01998411,38600,118,1
5177.47081026,nan,0.00000000,1610.87961252,0.12679744,7.86466222,0.01998452,0.01998411,38599,118,1
5177.62483999,5177.63282293,0.00000000,1617.52091487,0.13113529,7.96993892,0.01998408,0.01998411,38597,118,1
5177.76548286,5177.76699991,1623.65585541,1623.59036824,0.01737741,8.06599174,0.01998410,0.01998411,38596,118,0
5177.90462513,5177.90118383,0.00000000,1629.59807229,0.14522678,8.16090927,0.01998412,0.01998411,38595,118,1
5178.03796160,5178.03537471,0.00000000,1635.35986911,0.04008884,8.25178637,0.01998412,0.01998411,38594,118,1
5178.16648417,5178.16957255,0.00000000,1640.91745500,0.07868711,8.33929182,0.01998410,0.01998411,38593,118,1
5178.28645617,5178.30377734,0.00000000,1646.10867859,0.39043932,8.42088942,0.01998404,0.01998411,38592,118,1
5178.41131303,nan,0.00000000,1651.51474622,0.14145006,8.50571526,0.01998453,0.01998411,38592,118,1
5178.56905023,5178.57220778,0.00000000,1658.34955024,0.13278362,8.61273307,0.01998410,0.01998411,38590,118,1
5178.70795439,5178.70643344,1664.30996296,1664.37594126,0.09973734,8.70687492,0.01998412,0.01998411,38589,118,0
nan,nan,0.00000000,-1.00000000,0.00000000,8.81010780,nan,0.00000000,-2147483648,118,1
5179.09313355,5179.10915216,0.00000000,1681.09914659,0.16913715,8.96698066,0.01998405,0.01998411,38586,118,1
5179.09313355,5179.10915216,0.00000000,1681.09914659,0.16913715,8.96698066,0.01998405,0.01998411,38586,118,1
5179.09313355,5179.10915216,0.00000000,1681.09914659,0.16913715,8.96698066,0.01998405,0.01998411,38586,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.07379764,nan,0.00000000,-2147483648,118,1
5179.36792448,5179.37766609,0.00000000,1693.05262888,0.10031672,9.15180498,0.01998407,0.01998411,38584,118,1
5179.50918957,5179.51193350,0.00000000,1699.20449821,0.07041075,9.24654645,0.01998410,0.01998411,38583,118,1
5179.64705786,5179.64620787,1705.17565902,1705.21271222,0.14818966,9.33881709,0.01998411,0.01998411,38582,118,0
5179.90445602,5179.91477749,0.00000000,1716.44236518,1.18760705,9.51056483,0.01998407,0.01998411,38580,118,1
5179.90445602,5179.91477749,0.00000000,1716.44236518,1.18760705,9.51056483,0.01998407,0.01998411,38580,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.61041412,nan,0.00000000,-2147483648,118,1
5180.18904037,nan,0.00000000,1728.87588878,0.55543392,9.69959505,0.01998413,0.01998411,38578,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.79224623,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.88271837,nan,0.00000000,-2147483648,118,1
5180.58544366,nan,0.00000000,1746.22650130,0.13016193,9.96127849,0.01998411,0.01998411,38575,118,1
5180.73251127,5180.72065346,0.00000000,1752.67309768,0.10544420,10.05785181,0.01998416,0.01998411,38574,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.13737390,nan,0.00000000,-2147483648,118,1
