wlc,wll,posc,posm,posme,posmy,order,flag
5175.74842393,5175.76055339,0.00000000,1537.00000000,0.00000000,25.78249779,118,4
5182.10990000,5182.10933371,1813.30001546,1813.32503545,0.01631530,30.77443744,118,0
5182.32138749,5182.32049588,1822.63483767,1822.67427500,0.01658118,30.90616210,118,0
5186.01495928,5186.01505343,1987.75961576,1987.75536297,0.05654637,32.88195347,118,0
5186.15352121,5186.15775082,0.00000000,1994.00000000,0.00000000,32.94434716,118,4
5190.64638391,5190.64778331,2199.84973795,2199.78476137,0.03905528,34.54655034,118,0
5192.95915767,5192.95913527,2307.91249272,2307.91354744,0.02093621,35.06249706,118,0
5193.44844798,5193.44805687,2330.97192981,2330.99040353,0.03195858,35.14571969,118,0
5195.34289385,5195.34150094,0.00000000,2421.00000000,0.00000000,35.38372327,118,4
5199.44196461,5199.44224981,2619.70326633,2619.68925336,0.05790645,35.44333094,118,0
5202.86825986,5202.90437392,0.00000000,2790.09393736,0.45467689,35.00497550,118,0
5204.64237481,5204.63842920,0.00000000,2880.00000000,0.00000000,34.59322774,118,4
5206.61008772,5206.61196877,2981.21954919,2981.12216059,0.04791784,33.97810518,118,0
5207.45485549,5207.44655664,0.00000000,3025.00000000,0.00000000,33.65984025,118,4
5209.23616396,5209.23637960,3118.52127209,3118.50987771,0.02166639,32.87415553,118,0
5214.16528953,5214.18357616,0.00000000,1294.00000000,0.00000000,54.56219309,117,4
5216.63160825,5216.63177488,1396.15771948,1396.15077556,0.01088474,56.99981053,117,0
5218.38629107,5218.38634606,1469.57535089,1469.57304000,0.01986576,58.63617424,117,0
5220.00191476,5220.00089976,1537.71409677,1537.75709300,0.03072343,60.06817558,117,0
5227.94297888,5227.94224367,1881.26112258,1881.29361401,0.03105237,65.97487325,117,0
5231.74840305,5231.75142885,0.00000000,2051.27172852,0.00000000,68.07433837,117,2
5180.41754392,5232.45594910,0.00000000,-1.00000000,0.00000000,8.85641723,117,4
5233.62675980,5233.62651274,2136.54653583,2136.55781625,0.02201778,68.91906655,117,0
5234.25983724,5234.25993874,2165.52276576,2165.51811368,0.02287772,69.17399592,117,0
5235.61632950,5235.61642150,2227.95874530,2227.95449357,0.10457680,69.66837996,117,0
5240.81724421,5240.81717539,2472.21086215,2472.21414897,0.01088455,70.87365270,117,0
5241.46905124,5241.46900990,2503.41240500,2503.41438806,0.03947008,70.94363186,117,0
5243.24376166,5243.24415191,2589.04077961,2589.02184437,0.01615271,71.03760460,117,0
5243.77841549,5243.77132820,0.00000000,2615.00000000,0.00000000,71.03767564,117,4
5246.14072644,5246.14447602,0.00000000,2731.00000000,0.00000000,70.87622024,117,5
5249.10186318,5249.10399466,0.00000000,2879.17504883,0.00000000,70.28533033,117,2
5249.48748568,5249.48780406,2898.74885213,2898.73270489,0.02642703,70.17511247,117,0
5252.20269250,5252.20350117,3037.91481332,3037.87293506,0.05647444,69.17435127,117,0
5252.67562021,5252.67669865,3062.44901751,3062.39296880,0.02424362,68.95867195,117,0
5255.33148509,5255.33154202,3201.91124830,3201.90822583,0.07621163,67.50789483,117,0
5256.73448540,5256.73420351,3276.80354802,3276.81868642,0.04597622,66.57245406,117,0
5257.15429020,5257.15363591,3299.36923232,3299.40449634,0.02354251,66.26903837,117,0
5258.50645519,5258.50801425,0.00000000,3372.69409180,0.00000000,65.21645879,117,2
5260.16896708,5260.18264452,0.00000000,3464.00000000,0.00000000,63.76018444,117,4
5261.35561726,5261.36791758,0.00000000,3530.00000000,0.00000000,62.60788102,117,4
5249.47766201,5249.48780406,0.00000000,909.00000000,0.00000000,79.30743607,116,4
5252.19782992,5252.20350117,0.00000000,1016.00000000,0.00000000,82.63749453,116,4
5252.67494580,5252.67669865,1034.97579245,1034.90629088,0.02465586,83.20433124,116,0
5255.33240219,5255.33154202,1140.85617835,1140.89069592,0.10851049,86.26120529,116,0
5256.73569279,5256.73420351,1197.33695804,1197.39710205,0.06001060,87.80688710,116,0
5257.15130190,5257.15363591,1214.29194579,1214.19750564,0.02212737,88.25511327,116,0
5258.50705209,5258.50801425,1269.24977778,1269.21059997,0.04013523,89.68636494,116,0
5260.17905637,5260.18264452,1337.72402557,1337.57676309,0.08479319,91.38689783,116,0
5261.36898491,5261.36791758,1386.49110547,1386.53516279,0.01694051,92.55127978,116,0
5265.33076554,5265.33100601,1551.66258735,1551.65246704,0.03245344,96.14768455,116,0
5266.21980905,5266.21892710,1589.11953052,1589.15681688,0.02100706,96.89313908,116,0
5266.71192583,5266.71303273,0.00000000,1609.99621582,0.00000000,97.29587818,116,2
5266.84307619,5266.84038732,1615.45492486,1615.56896934,0.19324693,97.40218570,116,0
5268.87054099,5268.87801204,0.00000000,1702.00000000,0.00000000,98.97569464,116,4
5269.60909443,5269.60471623,1733.54151613,1733.72990070,0.04652666,99.51778666,116,0
5270.01794892,5270.01799965,1751.32567236,1751.32348467,0.01461866,99.81011702,116,0
5272.09598209,5272.09532822,1841.40528529,1841.43379521,0.01845785,101.21492388,116,0
5273.47242792,5273.47272601,1901.69579500,1901.68269466,0.02651079,102.06770706,116,0
5274.71002143,5274.70935759,1956.21884827,1956.24821517,0.02877293,102.78007343,116,0
5276.14534551,5276.14631750,0.00000000,2020.00000000,0.00000000,103.54000840,116,4
