A,e_A
2271.121225483488615,0.017440613868375
30574.442440360679029,0.682901214798383
460.882381541086943,21.295095631038144
8215.305235874373466,272.303071012775774
3567.016875861212611,5672.143903344409409
-474.885111425617652,2.600449865927482
2029.896533726714551,232.639032557834753
-63693.373424530029297,18445.605968378706166
-97519.538198471069336,642283.250862797955051
-10805608.526123046875000,34797129.807485617697239
-8622.080524370074272,89.318845885489807
65.450060609728098,2058.835060809899460
-18804.184660971164703,30442.669098873411713
-179.214086532592773,441638.899858966062311
-40040.714455842971802,7479.878402892376471
77384.666152477264404,179406.742434348474490
-276660.318565368652344,1839767.203587514581159
880556.942687988281250,35829463.086328491568565
-3654083.487724304199219,545861.395006716251373
-1816018.937759399414062,6026033.954870833083987
-20924768.849609375000000,115451063.813261881470680
-3586.861572265625000,18873552.573195975273848
23166343.716796875000000,352726501.535592019557953
-485259379.796875000000000,1013233062.913891196250916
