A,e_A
2255.605689952019020,0.016908424457193
30581.856478400379274,0.654137157636641
333.641860514035216,20.749930426903415
7708.787852678447962,254.644344079227665
1513.166655719280243,5473.625734459217711
-470.046185648323444,2.484523829207019
1996.808840069919825,221.452388350680536
-61878.475830018520355,17378.523835537580453
10747.730331420898438,600580.627502022427507
-11320362.240478515625000,32259341.311323802918196
-8632.627921843901277,84.476765455161072
-2.271986737847328,1921.326026463815651
-15723.452200531959534,28420.597770931184641
70107.796198368072510,404677.651022279576864
-41053.880671501159668,7191.940755694602558
74295.205633163452148,166514.340476045123069
-96758.094352722167969,1678581.180272732861340
6872037.671905517578125,32946581.080369822680950
-3647557.434265136718750,506913.302891913452186
-1976366.859527587890625,5633663.827146952040493
-27619009.529785156250000,105570305.644557848572731
-2328261.073730468750000,18333362.367406446486712
-9328648.375000000000000,323415127.223159849643707
-539226015.343750000000000,946858472.654951214790344
