A,e_A
2286.463428345812645,0.016926232697570
30421.682157918065059,0.664927354697254
288.603151665083715,20.228177828399247
7279.410877424292266,265.913073500389373
764.090819807723165,5372.312322195272827
-479.571650126847089,2.502942279542261
1945.222989915870130,230.113799147775410
-64279.964814662933350,17781.638016362991038
84100.654390335083008,654929.215836512972601
-11444692.492553710937500,34285932.784103468060493
-8573.206520731560886,85.460684017996783
23.364561058580875,1892.102497767274372
-16146.553115010261536,29018.327375055352604
29083.115098476409912,399306.048941197688691
-39888.707077085971832,7183.360647550854992
86065.517656803131104,166435.593371809489327
-144249.404685974121094,1713585.965998950647190
2437190.764282226562500,32663285.474096458405256
-3652856.501548767089844,516283.032763086841442
-1905133.455184936523438,5670872.127454535104334
-24899634.343750000000000,105685910.867097944021225
781536.707031250000000,18680040.300748761743307
1304084.295898437500000,328674247.858999609947205
-438419615.250000000000000,978120116.044551849365234
