A,e_A
2250.352693207998072,0.016838008678405
30661.642226434050826,0.650382541017050
448.504280826949980,20.900867108730925
8353.339255099650472,254.177843276890513
3730.270483650267124,5538.264401314512725
-469.217060121183749,2.484360951011830
1994.011658598668873,222.921425305410139
-58179.574552714824677,17639.917571559581120
104573.498857498168945,609337.420822063693777
-14403444.776123046875000,33206933.454999946057796
-8612.470731982029974,85.460535689670863
-122.298628071323037,1951.404635988227028
-15128.467086255550385,28791.561918168659759
104984.941360473632812,419963.873662656755187
-40515.611619472503662,7170.955882962695796
75356.596356868743896,170340.617925682454370
-423963.344909667968750,1702905.302613145206124
6968356.418106079101562,34223764.641108438372612
-3639316.007072448730469,519319.912805128726177
-1512889.003845214843750,5648879.947947168722749
-35389952.920410156250000,108633321.192907035350800
-2036269.596923828125000,18352572.184177804738283
2072166.753906250000000,331998520.736836135387421
-559493162.093750000000000,976142280.080521702766418
