A,e_A
2266.493676221134137,0.016917284825025
30574.094660607959668,0.658439109807288
414.998795704421354,20.777044958693946
8040.000390812288970,260.100571171514787
2977.089274052530527,5499.004944243579303
-474.267740508581483,2.511646208970197
2006.699363133870065,224.081544043327284
-58998.805070102214813,17739.111311178497999
31477.119018554687500,610559.016369647462852
-17668998.859130859375000,33183347.701742112636566
-8616.081359128467739,86.835140077191568
-47.228123545646667,1998.681205238160373
-17252.424103975296021,29460.488438851054525
64382.263295173645020,429516.143695009232033
-39736.292889356613159,7243.032071295381684
81251.636904239654541,175786.252040913619567
-317520.565818786621094,1752099.715545990271494
3519696.344726562500000,34774387.379915915429592
-3671494.922615051269531,533411.119264857727103
-2146244.164566040039062,5793117.662570359185338
-24623832.625000000000000,112995110.607003122568130
1242208.730957031250000,18338220.244703166186810
-15089979.585937500000000,344453260.371071934700012
-436346086.078125000000000,986275860.936893105506897
