wlc,wll,posc,posm,posme,posmy,order,flag
5175.75500536,5175.76055339,0.00000000,1537.00000000,0.00000000,6.62949074,118,4
5182.11004729,5182.10933371,1813.02339154,1813.05492013,0.02723702,10.89164937,118,0
5182.32073091,5182.32049588,1822.35853815,1822.36893381,0.01713583,11.02551884,118,0
5186.01463118,5186.01505343,1987.48023802,1987.46116558,0.04121868,13.22000288,118,0
5186.15982040,5186.15775082,0.00000000,1994.00000000,0.00000000,13.29902197,118,4
5190.64629629,5190.64778331,2199.56133833,2199.49229463,0.03143193,15.41022195,118,0
5192.95873280,5192.95913527,2307.62785922,2307.60890627,0.03443471,16.19739385,118,0
5193.44785427,5193.44805687,2330.68560598,2330.67603749,0.03356456,16.33387429,118,0
5195.34894444,5195.34150094,0.00000000,2421.00000000,0.00000000,16.75772393,118,4
5199.44556678,5199.44224981,0.00000000,2619.56113816,0.04508782,17.05127569,118,0
5202.91019937,5202.90437392,0.00000000,2791.91121510,0.04329596,16.58849848,118,0
5204.64817517,5204.63842920,0.00000000,2880.00000000,0.00000000,16.10228277,118,4
5206.60913999,5206.61196877,2980.91988969,2980.77343322,0.07371037,15.35074206,118,0
5207.46056893,5207.44655664,0.00000000,3025.00000000,0.00000000,14.95873273,118,4
5209.23641816,5209.23637960,3118.20909323,3118.21113061,0.06094140,14.01747389,118,0
5214.17205934,5214.18357616,0.00000000,1294.00000000,0.00000000,35.60086662,117,4
5216.63112337,5216.63177488,1395.89642776,1395.86927716,0.02725174,38.06466861,117,0
5218.38649041,5218.38634606,1469.30975207,1469.31581904,0.01928221,39.72281920,117,0
5220.00245115,5220.00089976,1537.44330134,1537.50902542,0.01840226,41.17275056,117,0
5227.94214351,5227.94224367,1880.98423903,1880.97981255,0.05143825,47.13995317,117,0
5231.75103627,5231.75142885,0.00000000,2051.10498047,0.00000000,49.25545707,117,2
nan,5232.45594910,0.00000000,-1.00000000,0.00000000,-10.86297581,117,4
5233.62658265,5233.62651274,2136.26425248,2136.26744419,0.04299308,50.10240605,117,0
5234.25936827,5234.25993874,2165.23743280,2165.21128860,0.03053767,50.35787866,117,0
5235.61600693,5235.61642150,2227.67179278,2227.65263274,0.06669802,50.85293138,117,0
5240.81694744,5240.81717539,2471.92203496,2471.91114854,0.05699249,52.05044605,117,0
5241.46921701,5241.46900990,2503.11899649,2503.12892949,0.05348120,52.11843766,117,0
5243.24404735,5243.24415191,2588.74299188,2588.73791846,0.03401003,52.20583037,117,0
5243.78441842,5243.77132820,0.00000000,2615.00000000,0.00000000,52.20353781,117,4
