wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5177.01671276,5177.13615915,0.00000000,1591.00000000,nan,7.48750309,0.01998587,0.01998633,38605,118,1
5177.10972255,nan,0.00000000,1595.00000000,nan,7.55158199,0.01998571,0.01998633,38604,118,1
5177.34651502,nan,0.00000000,1605.19226204,0.11006618,7.71458143,0.01998611,0.01998633,38603,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.71151055,nan,0.00000000,-2147483648,118,1
5177.51201027,5177.67151316,0.00000000,1612.32312470,0.10924255,7.82836798,0.01998571,0.01998633,38601,118,1
5177.51201027,nan,0.00000000,1612.32312470,0.10924255,7.82836798,0.01998571,0.01998633,38601,118,1
5177.51201027,nan,0.00000000,1612.32312470,0.10924255,7.82836798,0.01998571,0.01998633,38601,118,1
5177.64687835,nan,0.00000000,1618.13886852,0.11461887,7.92100403,0.01998572,0.01998633,38600,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.99831498,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.10944212,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.14114783,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.18866790,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.22032186,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.26776296,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.29936338,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.33094188,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.36249818,nan,0.00000000,-2147483648,118,1
5178.44519402,5178.47475231,0.00000000,1652.64770985,0.35605818,8.46722360,0.01998621,0.01998632,38595,118,1
5178.44519402,5178.47475231,0.00000000,1652.64770985,0.35605818,8.46722360,0.01998621,0.01998632,38595,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.53564835,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.56705346,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.61411544,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.64545923,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.69242794,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.73933943,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.77058151,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.81739557,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.84857184,nan,0.00000000,-2147483648,118,1
5179.11949067,5179.27824137,0.00000000,1681.90866924,0.11109061,8.92497463,0.01998570,0.01998632,38589,118,1
5179.11949067,5179.27824137,0.00000000,1681.90866924,0.11109061,8.92497463,0.01998570,0.01998632,38589,118,1
5179.22765802,5179.27824137,0.00000000,1686.61229327,0.07557247,8.99803067,0.01998612,0.01998632,38589,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.03505691,nan,0.00000000,-2147483648,118,1
