A,e_A
2269.936213125862650,0.016873860078111
30547.833479766781238,0.656555081085212
398.918597929965472,20.602834284253515
7946.567571854684502,260.114899442493197
2375.360144197940826,5463.169765126160200
-474.105835914164345,2.484680841638224
2016.363165814429522,223.251154121343120
-63207.969415545463562,17554.035134678040777
-57470.269363403320312,606901.445029006456025
-13264203.155273437500000,32942045.202948693186045
-8572.180799656547606,85.953295795771339
-29.348507709801197,1935.734946122147221
-17600.293167710304260,29140.040477044520230
57006.231637001037598,418126.965820015233476
-41144.419096171855927,7084.559092280572258
83394.850262165069580,170418.856028745329240
-189944.491806030273438,1703962.638585498090833
5463761.804321289062500,33834214.984390437602997
-3709656.535148620605469,520048.598137312161271
-1933023.806991577148438,5573435.021717901341617
-18550548.614257812500000,108022277.576185271143913
-1442284.373535156250000,18089989.299518972635269
-28121288.650390625000000,330828224.419315040111542
-442909872.187500000000000,965474437.824201464653015
