A,e_A
2266.428866216636379,0.016944650974876
30555.586799999560753,0.660841285604840
380.550458162033465,20.798532765166286
7891.127454624045640,261.376895240057820
2124.255883093923330,5517.454538941863575
-473.365360001604131,2.512627617740986
2029.302707613445818,223.668808784956695
-62016.264573395252228,17836.190647406074277
-7858.155273437500000,605535.281396980863065
-14429096.925659179687500,33361472.673763167113066
-8574.644161516800523,86.664477913592748
-21.492996908724308,1975.455132024893828
-15765.432837605476379,29420.180819666278694
50833.612526893615723,424549.580679000413511
-39687.425245881080627,7261.546502400691679
85626.063471317291260,173324.500304349901853
-225776.939750671386719,1750454.492751166457310
3661623.524688720703125,34514152.198429033160210
-3647456.609008789062500,527418.343793451087549
-1554285.699951171875000,5774041.778723281808197
-20978741.047851562500000,111146259.051760509610176
-2434930.485351562500000,18431333.795307394117117
-9581243.771484375000000,338737040.759226024150848
-573754049.218750000000000,981769278.683456897735596
