gj4048;G 204-58;18 18 04.2267942319 +38 46 32.606072766;-363.847  -1027.374  [0.057 0.059 90];88.0532 [0.0348] A 2018yCat.1345....0G;v:~ 2.1 (Opt) A [0.5] 2016A&A...596A.116S


