A,e_A
2243.432163875557762,0.016850793509881
30600.498655875897384,0.648115099212363
263.482688756863354,20.924993449516489
7501.726555601693690,250.213588187735496
482.796163778752089,5500.387578502102770
-465.597214587949566,2.491900774097667
2050.460541758686304,223.690344122578608
-60268.970625519752502,17611.576521981478436
-135961.897022247314453,612164.228278732742183
-14971210.673706054687500,33091049.202423337846994
-8607.427901441231370,85.347699213802059
25.018910959362984,1979.774575555232559
-13706.350387454032898,28645.208419380309351
87420.046713352203369,419259.322901894804090
-41782.479396462440491,7283.055346213983285
70862.697948455810547,173435.722960341605358
-443304.181922912597656,1716785.904565863544121
7045486.640319824218750,34327435.582370840013027
-3634609.113372802734375,522059.114696094940882
-1964214.047378540039062,5780589.826954667456448
-42970049.825195312500000,111650080.212399527430534
-4200413.869873046875000,18581467.404798328876495
-2090639.156250000000000,339799255.947997510433197
-569983059.796875000000000,974777670.162645816802979
