wlc,wll,posc,posm,posme,posmy,d,sd,k,order,flag
5160.12830248,5160.11826033,0.00000000,894.00000000,nan,7.66760713,0.01998466,0.01998462,38729,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.80521565,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.87388605,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,7.94246725,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.01095927,nan,0.00000000,-2147483648,118,1
5160.50745558,5160.25152361,0.00000000,909.06152069,0.42139464,8.18389782,0.01998561,0.01998462,38728,118,1
5160.63364997,5160.38479377,0.00000000,914.07999742,0.18132716,8.35480217,0.01998559,0.01998462,38727,118,1
5160.82183340,5160.65135473,0.00000000,921.56877823,0.42340314,8.60879011,0.01998528,0.01998462,38725,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,8.85959253,nan,0.00000000,-2147483648,118,1
5161.13768162,5160.91794323,0.00000000,934.15185002,0.40848499,9.03274599,0.01998547,0.01998462,38723,118,1
5161.13768162,nan,0.00000000,934.15185002,0.40848499,9.03274599,0.01998547,0.01998462,38723,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.19515354,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.29538874,nan,0.00000000,-2147483648,118,1
5161.47276818,5161.45120286,0.00000000,947.52041841,0.12618102,9.47931351,0.01998471,0.01998462,38719,118,1
5161.47276818,nan,0.00000000,947.52041841,0.12618102,9.47931351,0.01998471,0.01998462,38719,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,9.62806365,nan,0.00000000,-2147483648,118,1
5161.73104267,5161.71787400,0.00000000,957.83795259,0.21700977,9.82125248,0.01998467,0.01998462,38717,118,1
5161.73104267,5161.71787400,0.00000000,957.83795259,0.21700977,9.82125248,0.01998467,0.01998462,38717,118,1
5161.73104267,5161.71787400,0.00000000,957.83795259,0.21700977,9.82125248,0.01998467,0.01998462,38717,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.18852373,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.28676419,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.35214721,nan,0.00000000,-2147483648,118,1
5162.27769899,5162.25129894,0.00000000,979.71457238,0.00796116,10.53847773,0.01998473,0.01998462,38713,118,1
5162.27769899,5162.25129894,0.00000000,979.71457238,0.00796116,10.53847773,0.01998473,0.01998462,38713,118,1
5162.27769899,5162.25129894,0.00000000,979.71457238,0.00796116,10.53847773,0.01998473,0.01998462,38713,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.77498119,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,10.93661545,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.03333110,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.09769786,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.16197637,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.22616665,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.35428261,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.41820832,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.51393161,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.57763698,nan,0.00000000,-2147483648,118,1
5163.18955070,5163.18505789,0.00000000,1016.32424389,0.27906575,11.71507462,0.01998464,0.01998462,38706,118,1
5163.18955070,5163.18505789,0.00000000,1016.32424389,0.27906575,11.71507462,0.01998464,0.01998462,38706,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,11.92644221,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.05262034,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.24122790,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.30392126,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.36652674,nan,0.00000000,-2147483648,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,12.46027024,nan,0.00000000,-2147483648,118,1
5163.98416527,5163.98569160,0.00000000,1048.34892816,0.12499145,12.72011605,0.01998462,0.01998462,38700,118,1
5163.98416527,5163.98569160,0.00000000,1048.34892816,0.12499145,12.72011605,0.01998462,0.01998462,38700,118,1
5164.11500901,5164.11915469,0.00000000,1053.63319884,0.32876530,12.88378945,0.01998461,0.01998462,38699,118,1
5164.11500901,5164.11915469,0.00000000,1053.63319884,0.32876530,12.88378945,0.01998461,0.01998462,38699,118,1
nan,nan,0.00000000,-1.00000000,0.00000000,13.17240970,nan,0.00000000,-2147483648,118,1
