A,e_A
2257.370779503060476,0.016842427059334
30562.514932544032490,0.650050385750533
308.734296089067357,20.668000731089812
7608.356653550174087,254.288032775057644
1558.804106365889311,5448.706933398480942
-471.377718886269577,2.471618404070079
2014.978590155951679,221.056099518574314
-56168.270186126232147,17206.210552041335177
-17990.911849975585938,601460.208135867957026
-18373847.551025390625000,31991968.796377371996641
-8624.802950048819184,84.702538065075785
60.190280195325613,1946.399808834901933
-16468.948229908943176,28540.402948592578468
44275.701350212097168,415025.843175739340950
-40654.779980301856995,7048.373176595617224
81882.498656272888184,168343.093360290571582
-395256.239593505859375,1684038.912422651192173
2419879.598571777343750,33329325.227738771587610
-3628029.592269897460938,508736.938129806134384
-2393144.338745117187500,5584249.895370789803565
-33539613.987304687500000,106946661.590130761265755
-1745189.009033203125000,17674012.684179089963436
-10383689.888671875000000,326608959.028810381889343
-558982838.515625000000000,933049030.177975296974182
