gj752A;HD 180617;19 16 55.2565250393 +05 10 08.038856129;-579.043  -1332.743  [0.088 0.081 90];169.1590 [0.0520] A 2018yCat.1345....0G;v:~ 35.737 (Opt) A [0.1104] 2013A&A...552A..64S


