wlc,wll,posc,posm,posme,posmy,order,flag
5175.75733033,5175.76055339,0.00000000,1537.00000000,0.00000000,6.64629081,118,4
5182.11009764,5182.10933371,1812.91678019,1812.95053263,0.04178409,10.89384344,118,0
5182.32072407,5182.32049588,1822.25171427,1822.26180739,0.02039186,11.02650631,118,0
5186.01416049,5186.01505343,1987.36964992,1987.32931804,0.05010809,13.19770417,118,0
5186.16212026,5186.15775082,0.00000000,1994.00000000,0.00000000,13.27736600,118,4
5190.64681438,5190.64778331,2199.44622801,2199.40124075,0.02459058,15.36240412,118,0
5192.95876417,5192.95913527,2307.51061591,2307.49314072,0.01070821,16.14171983,118,0
5193.44810283,5193.44805687,2330.56793662,2330.57010710,0.02401689,16.27726876,118,0
5195.35108019,5195.34150094,0.00000000,2421.00000000,0.00000000,16.69999473,118,4
5199.44260415,5199.44224981,2619.28493141,2619.30234172,0.01602882,17.00334856,118,0
5202.91255127,5202.90437392,0.00000000,2791.92807584,0.04505550,16.56152816,118,0
5204.65018042,5204.63842920,0.00000000,2880.00000000,0.00000000,16.08910957,118,4
5206.60845322,5206.61196877,2980.80397693,2980.62196823,0.07542459,15.35514187,118,0
5207.46257484,5207.44655664,0.00000000,3025.00000000,0.00000000,14.96875987,118,4
5209.23634613,5209.23637960,3118.07880056,3118.07703197,0.05922925,14.04173001,118,0
5214.17434229,5214.18357616,0.00000000,1294.00000000,0.00000000,35.59748170,117,4
5216.63154067,5216.63177488,1395.80049557,1395.79073523,0.02414218,38.08651722,117,0
5218.38636928,5218.38634606,1469.21205971,1469.21303532,0.02347205,39.75673182,117,0
5220.00212978,5220.00089976,1537.34399778,1537.39610579,0.03148235,41.21364290,117,0
5227.94259155,5227.94224367,1880.87700937,1880.89238285,0.03113962,47.17032217,117,0
5231.75337338,5231.75142885,0.00000000,2051.10498047,0.00000000,49.26459996,117,2
nan,5232.45594910,0.00000000,-1.00000000,0.00000000,-13.25533343,117,4
5233.62712189,5233.62651274,2136.15160222,2136.17941231,0.04397978,50.09808348,117,0
5234.25953147,5234.25993874,2165.12418950,2165.10552476,0.03818245,50.34909325,117,0
5235.61571016,5235.61642150,2227.55727722,2227.52440266,0.05297301,50.83475934,117,0
5240.81764468,5240.81717539,2471.80290011,2471.82531288,0.04491923,52.00047278,117,0
5241.46947812,5241.46900990,2502.99931219,2503.02176772,0.05796561,52.06511421,117,0
5243.24387781,5243.24415191,2588.62182958,2588.60852940,0.02201425,52.14469251,117,0
5243.78655749,5243.77132820,0.00000000,2615.00000000,0.00000000,52.14035116,117,4
5246.14877607,5246.14447602,0.00000000,2731.00000000,0.00000000,51.96011832,117,5
5249.10758868,5249.10399466,0.00000000,2879.06274414,0.00000000,51.34954692,117,2
5249.48810154,5249.48780406,2898.32192797,2898.33701397,0.03384981,51.23875899,117,0
5252.20410902,5252.20350117,3037.47509265,3037.50657066,0.05106916,50.22550308,117,0
5252.67684108,5252.67669865,3062.02721438,3062.03461914,0.04253318,50.00816471,117,0
5255.33206442,5255.33154202,3201.46664020,3201.49437334,0.04087867,48.55257413,117,0
5256.73486211,5256.73420351,3276.35600036,3276.39136941,0.05740289,47.61703803,117,0
5257.15252946,5257.15363591,3298.92250743,3298.86287248,0.10628401,47.31546205,117,0
5258.51142213,5258.50801425,0.00000000,3372.54296875,0.00000000,46.25921689,117,2
5260.17669243,5260.18264452,0.00000000,3464.00000000,0.00000000,44.80485131,117,4
5261.36333774,5261.36791758,0.00000000,3530.00000000,0.00000000,43.65714109,117,4
5249.48657521,5249.48780406,0.00000000,909.00000000,0.00000000,60.26760266,116,4
5252.20686986,5252.20350117,0.00000000,1016.00000000,0.00000000,63.67323922,116,4
5252.67463949,5252.67669865,1034.63253740,1034.55089292,0.03311992,64.24039959,116,0
5255.33141189,5255.33154202,1140.50812662,1140.50290524,0.04619487,67.34836345,116,0
5256.73530736,5256.73420351,1196.96572117,1197.01029123,0.06876365,68.91482365,116,0
