A,e_A
2238.003512127044360,0.016904508961174
30662.732305967951106,0.644179364677352
334.332583896233700,21.035858968675939
7858.892444705124944,248.067977729384523
1897.231055814772844,5525.939604276716636
-465.396559710097790,2.478573272789767
2016.100281852297485,222.745816905366723
-59070.834942638874054,17353.214706137870962
79514.948373794555664,608572.735566432704218
-9704191.088134765625000,32453512.437816824764013
-8651.996405282989144,85.209328473467252
-21.984653715044260,1967.052933603310521
-17015.323886156082153,28495.823505290576577
59345.411100387573242,421726.637018680805340
-40724.074733972549438,7102.126931478671395
75365.742593765258789,171394.928081000281963
-265710.443336486816406,1675067.209550316445529
5228199.832153320312500,34088435.477392278611660
-3654843.252471923828125,517513.904587103403173
-1482095.707244873046875,5631556.031597730703652
-28223765.104980468750000,109075845.001025840640068
-1382149.164062500000000,18035169.700185868889093
13437034.871093750000000,331842237.739616215229034
-521800578.656250000000000,958045428.616530418395996
