gj643;Wolf  629;16 55 25.2215746210 -08 19 21.301127712;-816.944  -898.327  [0.415 0.154 90];153.9189 [0.1310] A 2018yCat.1345....0G;v:~ 15.20 (~) B [1.3] 2002AJ....123.3356G


