car-20161229T21h18m51s-sci-gtoc-vis.fits;2457752.403056513;6.929962573580986;46.255;J08413+594;1801.8;0;0;1.5942;130.3315;59.4914166666667
car-20170101T20h48m33s-sci-gtoc-vis.fits;2457755.3826117003;5.754081185968342;36.906;J08413+594;1801.2;0;0;1.6796;130.3315;59.4914166666667
car-20170107T22h58m52s-sci-gtoc-vis.fits;2457761.4731344394;3.2353263372560623;37.989;J08413+594;1801.2;0;0;1.2088;130.3315;59.4914166666667
car-20170203T23h39m03s-sci-gtoc-vis.fits;2457788.499931633;-7.731495347076058;22.294;J08413+594;1801.7;0;0;1.0814;130.3315;59.4914166666667
car-20170302T22h50m50s-sci-gtoc-vis.fits;2457815.4660894363;-16.791383368873934;42.557;J08413+594;1801.7;0;0;1.088;130.3315;59.4914166666667
car-20170311T01h15m33s-sci-gtoc-vis.fits;2457823.566145383;-18.928668210141907;51.013;J08413+594;1801.5;0;0;1.3232;130.3315;59.4914166666667
car-20170320T21h19m07s-sci-gtoc-vis.fits;2457833.4000953673;-20.751663942072614;30.427;J08413+594;1801.5;0;0;1.0821;130.3315;59.4914166666667
car-20170404T20h23m53s-sci-gtoc-vis.fits;2457848.362267296;-22.548923547142163;47.186;J08413+594;1801.3;0;0;1.0829;130.3315;59.4914166666667
car-20170408T21h06m36s-sci-gtoc-vis.fits;2457852.391206335;-22.81385877903703;38.302;J08413+594;1801.0;0;0;1.1117;130.3315;59.4914166666667
car-20170412T21h38m24s-sci-gtoc-vis.fits;2457856.4131414304;-22.963500479041176;45.003;J08413+594;1801.4;0;0;1.1604;130.3315;59.4914166666667
car-20170422T20h18m46s-sci-gtoc-vis.fits;2457866.3568430347;-22.77509338519961;41.541;J08413+594;1801.4;0;0;1.1175;130.3315;59.4914166666667
car-20170501T21h01m00s-sci-gtoc-vis.fits;2457875.388179366;-22.101143408115043;31.808;J08413+594;1802.1;0;0;1.2169;130.3315;59.4914166666667
car-20170502T20h41m04s-sci-gtoc-vis.fits;2457876.371809921;-21.977400802368074;52.302;J08413+594;1800.9;0;0;1.1905;130.3315;59.4914166666667
car-20170506T20h47m06s-sci-gtoc-vis.fits;2457880.3754870403;-21.47392581642233;39.56;J08413+594;1800.9;0;0;1.2272;130.3315;59.4914166666667
car-20170508T20h21m25s-sci-gtoc-vis.fits;2457882.358941202;-21.175151054907257;34.242;J08413+594;1800.7;0;0;1.1967;130.3315;59.4914166666667
car-20170510T22h42m44s-sci-gtoc-vis.fits;2457884.455909313;-20.902007431742298;18.562;J08413+594;1801.3;0;0;1.6223;130.3315;59.4914166666667
