A,e_A
2255.081754842401551,0.016871190574443
30541.713144637862570,0.650484471992711
249.436639868217753,20.726937777046139
7343.448612474836409,253.395410151353218
163.036056581884623,5460.059400089246083
-470.103525355949387,2.475818171580625
1950.775419887155294,223.346238105780799
-61740.562861502170563,17458.301273280405439
185853.947095870971680,613846.508109530084766
-6815006.482299804687500,32871753.784531269222498
-8576.926009153947234,85.052077126985381
205.980720661580563,1929.228125875565638
-16451.995083808898926,28592.460196330102917
-1023.263690948486328,411407.273664431064390
-41300.272708654403687,7149.304182256265449
82333.463387489318848,168356.171751214336837
-162125.186317443847656,1687602.959622427122667
2724580.428710937500000,33375453.506196968257427
-3662089.829078674316406,513544.763860444887541
-1773044.017425537109375,5650967.192280726507306
-21089750.154785156250000,107389498.684420317411423
-3375635.286865234375000,18361406.014255743473768
731805.349609375000000,331111840.442568480968475
-583418178.968750000000000,962198092.993652939796448
