A,e_A
2237.117318555407564,0.017154809894047
30597.161221273130650,0.653094795614621
194.318335487711011,21.300155217112415
7221.934370218310505,250.477703048599636
-370.636227700859308,5574.336649406138349
-464.800696551246801,2.536834107011586
2033.891594419255853,227.770361816986593
-58831.906027376651764,18025.316544807963510
-15067.818323135375977,625202.180211584898643
-14940781.996459960937500,34034085.646890297532082
-8591.538225691765547,87.050795787094344
147.694556120783091,2017.972726309323889
-15813.194068670272827,29021.227418662037962
28120.687427043914795,432312.131026140996255
-41434.567992329597473,7326.993606724943675
88191.372153759002686,176688.959766150685027
-188181.137306213378906,1720042.051492936210707
4044925.118896484375000,35074828.150511048734188
-3688672.252113342285156,538300.221176434541121
-1474226.374114990234375,5825053.586330697871745
-22645667.852050781250000,113283655.541932612657547
-1179136.357666015625000,18903413.786706820130348
-11090270.308593750000000,347009439.217424035072327
-457748235.000000000000000,1013113427.633822798728943
