gj414B;HD  97101B;11 11 02.5375659927 +30 26 41.317154374;604.831  -206.442  [0.081 0.075 90];84.1971 [0.0579] A 2018yCat.1345....0G;v:spectroscopic -16.11 (Opt) A [0.36] 2018yCat.1345....0G


